USGS,site_no,Date,Temp (max),A,Temp (min),A
USGS,11074000,10/1/75,21.5,A,18,A
USGS,11074000,10/2/75,21.9,A,17.7,A
USGS,11074000,10/3/75,22.5,A,18.3,A
USGS,11074000,10/4/75,22.4,A,17.8,A
USGS,11074000,10/5/75,21.7,A,17.2,A
USGS,11074000,10/6/75,21.1,A,17.9,A
USGS,11074000,10/7/75,20.7,A,17.9,A
USGS,11074000,10/8/75,19,A,14.4,A
USGS,11074000,10/9/75,19.2,A,14.8,A
USGS,11074000,10/10/75,18.7,A,15.8,A
USGS,11074000,10/11/75,19.7,A,17.3,A
USGS,11074000,10/12/75,18.8,A,15.3,A
USGS,11074000,10/13/75,18.1,A,13.5,A
USGS,11074000,10/14/75,18.8,A,13.2,A
USGS,11074000,10/15/75,,,,
USGS,11074000,10/16/75,,,,
USGS,11074000,10/17/75,,,,
USGS,11074000,10/18/75,,,,
USGS,11074000,10/19/75,,,,
USGS,11074000,10/20/75,,,,
USGS,11074000,10/21/75,,,,
USGS,11074000,10/22/75,,,,
USGS,11074000,10/23/75,,,,
USGS,11074000,10/24/75,,,,
USGS,11074000,10/25/75,,,,
USGS,11074000,10/26/75,,,,
USGS,11074000,10/27/75,,,,
USGS,11074000,10/28/75,,,,
USGS,11074000,10/29/75,,,,
USGS,11074000,10/30/75,,,,
USGS,11074000,10/31/75,,,,
USGS,11074000,11/1/75,,,,
USGS,11074000,11/2/75,,,,
USGS,11074000,11/3/75,,,,
USGS,11074000,11/4/75,17.3,A,12.2,A
USGS,11074000,11/5/75,16.4,A,13.1,A
USGS,11074000,11/6/75,16.9,A,14.7,A
USGS,11074000,11/7/75,16.3,A,12.5,A
USGS,11074000,11/8/75,16,A,13.9,A
USGS,11074000,11/9/75,16.1,A,13,A
USGS,11074000,11/10/75,15.8,A,12.1,A
USGS,11074000,11/11/75,14.9,A,11.6,A
USGS,11074000,11/12/75,14.9,A,12,A
USGS,11074000,11/13/75,15.9,A,12.3,A
USGS,11074000,11/14/75,15,A,10.2,A
USGS,11074000,11/15/75,14.6,A,9.7,A
USGS,11074000,11/16/75,14.1,A,9.8,A
USGS,11074000,11/17/75,13.9,A,11.2,A
USGS,11074000,11/18/75,13.5,A,11.3,A
USGS,11074000,11/19/75,13.3,A,9,A
USGS,11074000,11/20/75,13.1,A,8.2,A
USGS,11074000,11/21/75,13,A,8.9,A
USGS,11074000,11/22/75,13.3,A,10.1,A
USGS,11074000,11/23/75,14.2,A,8.6,A
USGS,11074000,11/24/75,15,A,11.8,A
USGS,11074000,11/25/75,14.4,A,9.6,A
USGS,11074000,11/26/75,14.2,A,11.2,A
USGS,11074000,11/27/75,12.9,A,11,A
USGS,11074000,11/28/75,12,A,10.2,A
USGS,11074000,11/29/75,11.2,A,8,A
USGS,11074000,11/30/75,11.3,A,7.5,A
USGS,11074000,12/1/75,12.9,A,7.9,A
USGS,11074000,12/2/75,13.5,A,9,A
USGS,11074000,12/3/75,13,A,9.3,A
USGS,11074000,12/4/75,12.2,A,10.6,A
USGS,11074000,12/5/75,12.6,A,11,A
USGS,11074000,12/6/75,13,A,8.8,A
USGS,11074000,12/7/75,13.2,A,8.7,A
USGS,11074000,12/8/75,14.1,A,9.2,A
USGS,11074000,12/9/75,14.2,A,9.7,A
USGS,11074000,12/10/75,13,A,9.4,A
USGS,11074000,12/11/75,13.4,A,11.8,A
USGS,11074000,12/12/75,12.6,A,11,A
USGS,11074000,12/13/75,11.9,A,10.3,A
USGS,11074000,12/14/75,10.6,A,8.4,A
USGS,11074000,12/15/75,10.1,A,6.1,A
USGS,11074000,12/16/75,10.9,A,6.3,A
USGS,11074000,12/17/75,11.2,A,6.5,A
USGS,11074000,12/18/75,11.6,A,6.7,A
USGS,11074000,12/19/75,11.2,A,7,A
USGS,11074000,12/20/75,11.2,A,7.1,A
USGS,11074000,12/21/75,12.1,A,8.8,A
USGS,11074000,12/22/75,11.7,A,9,A
USGS,11074000,12/23/75,12,A,7.6,A
USGS,11074000,12/24/75,12.1,A,7.4,A
USGS,11074000,12/25/75,11.8,A,7.4,A
USGS,11074000,12/26/75,12.3,A,7.2,A
USGS,11074000,12/27/75,11.1,A,7.9,A
USGS,11074000,12/28/75,12.8,A,8.6,A
USGS,11074000,12/29/75,12.9,A,9.3,A
USGS,11074000,12/30/75,11.9,A,7.6,A
USGS,11074000,12/31/75,11.1,A,7.8,A
USGS,11074000,1/1/76,8.5,A,4.8,A
USGS,11074000,1/2/76,9,A,3.9,A
USGS,11074000,1/3/76,6.9,A,4.4,A
USGS,11074000,1/4/76,5.3,A,4.9,A
USGS,11074000,1/5/76,10.6,A,5.3,A
USGS,11074000,1/6/76,10.4,A,5.9,A
USGS,11074000,1/7/76,11,A,6,A
USGS,11074000,1/8/76,11.2,A,5.8,A
USGS,11074000,1/9/76,11.3,A,6.4,A
USGS,11074000,1/10/76,11.7,A,7.9,A
USGS,11074000,1/11/76,11.6,A,6.3,A
USGS,11074000,1/12/76,11.1,A,6.1,A
USGS,11074000,1/13/76,11.8,A,6.2,A
USGS,11074000,1/14/76,12.6,A,6.7,A
USGS,11074000,1/15/76,13.1,A,7.1,A
USGS,11074000,1/16/76,14.2,A,8.6,A
USGS,11074000,1/17/76,14.2,A,8.6,A
USGS,11074000,1/18/76,13.2,A,8.6,A
USGS,11074000,1/19/76,12.8,A,9.1,A
USGS,11074000,1/20/76,13.6,A,9.3,A
USGS,11074000,1/21/76,12.9,A,8.8,A
USGS,11074000,1/22/76,14,A,8.8,A
USGS,11074000,1/23/76,15.3,A,9.9,A
USGS,11074000,1/24/76,13,A,8.7,A
USGS,11074000,1/25/76,12.7,A,7.6,A
USGS,11074000,1/26/76,13,A,7.8,A
USGS,11074000,1/27/76,13.5,A,6.7,A
USGS,11074000,1/28/76,14.1,A,7.5,A
USGS,11074000,1/29/76,13.9,A,7.8,A
USGS,11074000,1/30/76,13.8,A,7.7,A
USGS,11074000,1/31/76,14.9,A,8,A
USGS,11074000,2/1/76,15,A,8,A
USGS,11074000,2/2/76,14,A,8,A
USGS,11074000,2/3/76,12.5,A,8,A
USGS,11074000,2/4/76,11.5,A,10.5,A
USGS,11074000,2/5/76,13,A,11,A
USGS,11074000,2/6/76,12.5,A,10.5,A
USGS,11074000,2/7/76,13.5,A,12,A
USGS,11074000,2/8/76,13.5,A,12.5,A
USGS,11074000,2/9/76,13.5,A,13,A
USGS,11074000,2/10/76,13,A,13,A
USGS,11074000,2/11/76,14,A,13,A
USGS,11074000,2/12/76,13,A,12.5,A
USGS,11074000,2/13/76,13,A,12.5,A
USGS,11074000,2/14/76,13,A,13,A
USGS,11074000,2/15/76,13.5,A,13,A
USGS,11074000,2/16/76,13.5,A,13,A
USGS,11074000,2/17/76,13.5,A,13.5,A
USGS,11074000,2/18/76,14,A,13.5,A
USGS,11074000,2/19/76,13.5,A,13.5,A
USGS,11074000,2/20/76,14,A,13,A
USGS,11074000,2/21/76,13.5,A,12,A
USGS,11074000,2/22/76,14.5,A,12,A
USGS,11074000,2/23/76,17,A,10.5,A
USGS,11074000,2/24/76,18.5,A,11.5,A
USGS,11074000,2/25/76,18.5,A,11.5,A
USGS,11074000,2/26/76,16,A,9.5,A
USGS,11074000,2/27/76,15.5,A,10.5,A
USGS,11074000,2/28/76,15.5,A,11,A
USGS,11074000,2/29/76,15.5,A,11.5,A
USGS,11074000,3/1/76,,,,
USGS,11074000,3/2/76,,,,
USGS,11074000,3/3/76,,,,
USGS,11074000,3/4/76,,,,
USGS,11074000,3/5/76,,,,
USGS,11074000,3/6/76,,,,
USGS,11074000,3/7/76,,,,
USGS,11074000,3/8/76,,,,
USGS,11074000,3/9/76,16.6,A,10.8,A
USGS,11074000,3/10/76,16.3,A,11.8,A
USGS,11074000,3/11/76,13.2,A,11,A
USGS,11074000,3/12/76,15.2,A,10,A
USGS,11074000,3/13/76,15.3,A,10,A
USGS,11074000,3/14/76,15.3,A,11.1,A
USGS,11074000,3/15/76,15.9,A,12.6,A
USGS,11074000,3/16/76,16.5,A,13,A
USGS,11074000,3/17/76,,,,
USGS,11074000,3/18/76,,,,
USGS,11074000,3/19/76,,,,
USGS,11074000,3/20/76,,,,
USGS,11074000,3/21/76,,,,
USGS,11074000,3/22/76,,,,
USGS,11074000,3/23/76,,,,
USGS,11074000,3/24/76,,,,
USGS,11074000,3/25/76,,,,
USGS,11074000,3/26/76,,,,
USGS,11074000,3/27/76,,,,
USGS,11074000,3/28/76,,,,
USGS,11074000,3/29/76,,,,
USGS,11074000,3/30/76,,,,
USGS,11074000,3/31/76,,,,
USGS,11074000,4/1/76,,,,
USGS,11074000,4/2/76,20.9,A,12.3,A
USGS,11074000,4/3/76,17.7,A,14.4,A
USGS,11074000,4/4/76,14.7,A,10.9,A
USGS,11074000,4/5/76,16.3,A,12.7,A
USGS,11074000,4/6/76,18.9,A,13.3,A
USGS,11074000,4/7/76,20.7,A,12.3,A
USGS,11074000,4/8/76,18.2,A,14,A
USGS,11074000,4/9/76,21.1,A,12.7,A
USGS,11074000,4/10/76,20.2,A,12.7,A
USGS,11074000,4/11/76,20.5,A,12.4,A
USGS,11074000,4/12/76,18,A,13.7,A
USGS,11074000,4/13/76,15.7,A,13,A
USGS,11074000,4/14/76,19.4,A,11.7,A
USGS,11074000,4/15/76,16.2,A,12.4,A
USGS,11074000,4/16/76,18.1,A,10.3,A
USGS,11074000,4/17/76,19.6,A,10.6,A
USGS,11074000,4/18/76,20.4,A,11.3,A
USGS,11074000,4/19/76,22.4,A,12.4,A
USGS,11074000,4/20/76,23.4,A,13.6,A
USGS,11074000,4/21/76,23.5,A,14.6,A
USGS,11074000,4/22/76,20.6,A,16.6,A
USGS,11074000,4/23/76,21.6,A,16.2,A
USGS,11074000,4/24/76,22.6,A,14.7,A
USGS,11074000,4/25/76,22.4,A,16.3,A
USGS,11074000,4/26/76,22.5,A,14,A
USGS,11074000,4/27/76,22.3,A,14.8,A
USGS,11074000,4/28/76,22.3,A,14.8,A
USGS,11074000,4/29/76,22.7,A,13.8,A
USGS,11074000,4/30/76,24.4,A,14.4,A
USGS,11074000,5/1/76,24.5,A,15.7,A
USGS,11074000,5/2/76,23.6,A,15.8,A
USGS,11074000,5/3/76,21.5,A,17.3,A
USGS,11074000,5/4/76,23,A,16.5,A
USGS,11074000,5/5/76,19.8,A,16.6,A
USGS,11074000,5/6/76,17.4,A,15.5,A
USGS,11074000,5/7/76,20.7,A,15.3,A
USGS,11074000,5/8/76,23.4,A,15.7,A
USGS,11074000,5/9/76,23.9,A,16.3,A
USGS,11074000,5/10/76,24.4,A,17.5,A
USGS,11074000,5/11/76,25.5,A,17.4,A
USGS,11074000,5/12/76,26.8,A,17.8,A
USGS,11074000,5/13/76,26.6,A,17.6,A
USGS,11074000,5/14/76,26.1,A,18.2,A
USGS,11074000,5/15/76,24.9,A,18.1,A
USGS,11074000,5/16/76,24.4,A,18,A
USGS,11074000,5/17/76,24.4,A,16.8,A
USGS,11074000,5/18/76,24.8,A,16.2,A
USGS,11074000,5/19/76,23.6,A,16.6,A
USGS,11074000,5/20/76,24,A,16.8,A
USGS,11074000,5/21/76,23.5,A,16.3,A
USGS,11074000,5/22/76,23.3,A,16.6,A
USGS,11074000,5/23/76,23.9,A,15.4,A
USGS,11074000,5/24/76,22.7,A,16.4,A
USGS,11074000,5/25/76,22.9,A,17.4,A
USGS,11074000,5/26/76,24.6,A,16.3,A
USGS,11074000,5/27/76,21.4,A,15.9,A
USGS,11074000,5/28/76,19.6,A,16.6,A
USGS,11074000,5/29/76,17.4,A,15.4,A
USGS,11074000,5/30/76,19.4,A,15,A
USGS,11074000,5/31/76,21.7,A,14.8,A
USGS,11074000,6/1/76,23,A,16,A
USGS,11074000,6/2/76,21.1,A,16.7,A
USGS,11074000,6/3/76,20.5,A,17,A
USGS,11074000,6/4/76,21,A,16.2,A
USGS,11074000,6/5/76,21.2,A,14.8,A
USGS,11074000,6/6/76,21.1,A,14.9,A
USGS,11074000,6/7/76,20.8,A,15.7,A
USGS,11074000,6/8/76,20.2,A,14.7,A
USGS,11074000,6/9/76,19.3,A,15.5,A
USGS,11074000,6/10/76,17.8,A,14.8,A
USGS,11074000,6/11/76,20.5,A,14.9,A
USGS,11074000,6/12/76,21.7,A,15.1,A
USGS,11074000,6/13/76,22.2,A,15.4,A
USGS,11074000,6/14/76,23.4,A,16.2,A
USGS,11074000,6/15/76,23.5,A,16.8,A
USGS,11074000,6/16/76,22.9,A,16.9,A
USGS,11074000,6/17/76,22.8,A,16.3,A
USGS,11074000,6/18/76,23.3,A,16.8,A
USGS,11074000,6/19/76,23.3,A,16.7,A
USGS,11074000,6/20/76,23.9,A,17.3,A
USGS,11074000,6/21/76,23.3,A,17,A
USGS,11074000,6/22/76,22.9,A,16.7,A
USGS,11074000,6/23/76,24.5,A,16.8,A
USGS,11074000,6/24/76,24.5,A,17.6,A
USGS,11074000,6/25/76,24.3,A,17.9,A
USGS,11074000,6/26/76,25.1,A,18,A
USGS,11074000,6/27/76,25.7,A,18.5,A
USGS,11074000,6/28/76,25.2,A,19.1,A
USGS,11074000,6/29/76,24.7,A,19,A
USGS,11074000,6/30/76,24.2,A,18.3,A
USGS,11074000,7/1/76,24,A,18,A
USGS,11074000,7/2/76,23.5,A,18.2,A
USGS,11074000,7/3/76,24,A,18.2,A
USGS,11074000,7/4/76,24.4,A,18.2,A
USGS,11074000,7/5/76,24.3,A,18.6,A
USGS,11074000,7/6/76,25.4,A,19.4,A
USGS,11074000,7/7/76,25.6,A,19.9,A
USGS,11074000,7/8/76,25.5,A,19.7,A
USGS,11074000,7/9/76,25.2,A,20.2,A
USGS,11074000,7/10/76,25.1,A,20.6,A
USGS,11074000,7/11/76,24.6,A,20.3,A
USGS,11074000,7/12/76,24.9,A,21,A
USGS,11074000,7/13/76,24.4,A,21.1,A
USGS,11074000,7/14/76,24.5,A,20,A
USGS,11074000,7/15/76,23.1,A,20.9,A
USGS,11074000,7/16/76,24.4,A,20.1,A
USGS,11074000,7/17/76,23.9,A,19.4,A
USGS,11074000,7/18/76,24.5,A,19,A
USGS,11074000,7/19/76,25.2,A,18.9,A
USGS,11074000,7/20/76,25.4,A,19.6,A
USGS,11074000,7/21/76,25.6,A,20.1,A
USGS,11074000,7/22/76,22.4,A,20.2,A
USGS,11074000,7/23/76,26,A,19.5,A
USGS,11074000,7/24/76,25.5,A,19.3,A
USGS,11074000,7/25/76,22.7,A,20,A
USGS,11074000,7/26/76,23.4,A,20.5,A
USGS,11074000,7/27/76,26.9,A,20.6,A
USGS,11074000,7/28/76,26.1,A,21.1,A
USGS,11074000,7/29/76,25.6,A,20.2,A
USGS,11074000,7/30/76,24.8,A,20,A
USGS,11074000,7/31/76,25.6,A,20.4,A
USGS,11074000,8/1/76,24.4,A,19.2,A
USGS,11074000,8/2/76,23.6,A,18,A
USGS,11074000,8/3/76,24.7,A,19,A
USGS,11074000,8/4/76,24.7,A,18,A
USGS,11074000,8/5/76,25,A,18,A
USGS,11074000,8/6/76,24.6,A,18.9,A
USGS,11074000,8/7/76,24.4,A,17.4,A
USGS,11074000,8/8/76,24.4,A,17.8,A
USGS,11074000,8/9/76,24.4,A,17.8,A
USGS,11074000,8/10/76,24.4,A,18.3,A
USGS,11074000,8/11/76,24.7,A,17.6,A
USGS,11074000,8/12/76,24.3,A,17.5,A
USGS,11074000,8/13/76,24.4,A,18.1,A
USGS,11074000,8/14/76,23.9,A,19.3,A
USGS,11074000,8/15/76,21.6,A,18.8,A
USGS,11074000,8/16/76,23.5,A,19,A
USGS,11074000,8/17/76,23.6,A,18,A
USGS,11074000,8/18/76,23.3,A,17.4,A
USGS,11074000,8/19/76,23.9,A,17.2,A
USGS,11074000,8/20/76,24.9,A,19,A
USGS,11074000,8/21/76,25.3,A,18.9,A
USGS,11074000,8/22/76,24.4,A,18.3,A
USGS,11074000,8/23/76,24.9,A,17.6,A
USGS,11074000,8/24/76,24.8,A,18.3,A
USGS,11074000,8/25/76,24.8,A,18.7,A
USGS,11074000,8/26/76,24.6,A,18.2,A
USGS,11074000,8/27/76,24.9,A,18.2,A
USGS,11074000,8/28/76,26.1,A,19.1,A
USGS,11074000,8/29/76,26.6,A,19.5,A
USGS,11074000,8/30/76,26.5,A,19.6,A
USGS,11074000,8/31/76,26.2,A,19.9,A
USGS,11074000,9/1/76,25.3,A,20.6,A
USGS,11074000,9/2/76,25,A,19.4,A
USGS,11074000,9/3/76,25.6,A,21.4,A
USGS,11074000,9/4/76,27.1,A,20.9,A
USGS,11074000,9/5/76,25.2,A,20.5,A
USGS,11074000,9/6/76,25.4,A,21,A
USGS,11074000,9/7/76,25.6,A,20,A
USGS,11074000,9/8/76,26,A,20.3,A
USGS,11074000,9/9/76,23.3,A,21.3,A
USGS,11074000,9/10/76,23,A,22,A
USGS,11074000,9/11/76,22.1,A,20.7,A
USGS,11074000,9/12/76,20.6,A,20.2,A
USGS,11074000,9/13/76,20.8,A,20.2,A
USGS,11074000,9/14/76,21.7,A,20.5,A
USGS,11074000,9/15/76,21.6,A,20.6,A
USGS,11074000,9/16/76,23,A,19.7,A
USGS,11074000,9/17/76,22.9,A,19,A
USGS,11074000,9/18/76,23,A,17.8,A
USGS,11074000,9/19/76,20.6,A,19.1,A
USGS,11074000,9/20/76,22,A,19.5,A
USGS,11074000,9/21/76,23.7,A,20.2,A
USGS,11074000,9/22/76,23,A,18.8,A
USGS,11074000,9/23/76,24,A,20.4,A
USGS,11074000,9/24/76,22.7,A,20.8,A
USGS,11074000,9/25/76,21.2,A,20,A
USGS,11074000,9/26/76,20.9,A,18.7,A
USGS,11074000,9/27/76,23.4,A,18.8,A
USGS,11074000,9/28/76,22.7,A,18.1,A
USGS,11074000,9/29/76,23.1,A,19.6,A
USGS,11074000,9/30/76,23.8,A,19.9,A
USGS,11074000,10/1/76,22,A,18.5,A
USGS,11074000,10/2/76,21.8,A,18.8,A
USGS,11074000,10/3/76,21.8,A,17.7,A
USGS,11074000,10/4/76,22.2,A,17.7,A
USGS,11074000,10/5/76,22.6,A,17.5,A
USGS,11074000,10/6/76,22.7,A,17.7,A
USGS,11074000,10/7/76,23.5,A,18.4,A
USGS,11074000,10/8/76,23.2,A,17,A
USGS,11074000,10/9/76,23.3,A,16.2,A
USGS,11074000,10/10/76,22.6,A,16.1,A
USGS,11074000,10/11/76,21.7,A,15.6,A
USGS,11074000,10/12/76,21.8,A,15.9,A
USGS,11074000,10/13/76,22.9,A,17.3,A
USGS,11074000,10/14/76,23.1,A,19.1,A
USGS,11074000,10/15/76,22.4,A,19.4,A
USGS,11074000,10/16/76,21.3,A,17.8,A
USGS,11074000,10/17/76,21.4,A,17.3,A
USGS,11074000,10/18/76,21.6,A,18.6,A
USGS,11074000,10/19/76,22.3,A,18.6,A
USGS,11074000,10/20/76,21.3,A,19,A
USGS,11074000,10/21/76,22.8,A,19.2,A
USGS,11074000,10/22/76,21.2,A,19.2,A
USGS,11074000,10/23/76,21,A,18.2,A
USGS,11074000,10/24/76,19.8,A,16.8,A
USGS,11074000,10/25/76,20,A,15.4,A
USGS,11074000,10/26/76,18.5,A,15.5,A
USGS,11074000,10/27/76,17.6,A,13.9,A
USGS,11074000,10/28/76,18.4,A,12.4,A
USGS,11074000,10/29/76,18,A,12.3,A
USGS,11074000,10/30/76,18.1,A,12.7,A
USGS,11074000,10/31/76,18.6,A,12.6,A
USGS,11074000,11/1/76,19,A,12.5,A
USGS,11074000,11/2/76,20,A,13.3,A
USGS,11074000,11/3/76,20.2,A,13.5,A
USGS,11074000,11/4/76,20.2,A,13.5,A
USGS,11074000,11/5/76,19.8,A,13.4,A
USGS,11074000,11/6/76,19,A,13.2,A
USGS,11074000,11/7/76,19,A,13.2,A
USGS,11074000,11/8/76,19,A,12.9,A
USGS,11074000,11/9/76,18.3,A,13.3,A
USGS,11074000,11/10/76,17.7,A,13,A
USGS,11074000,11/11/76,17.8,A,14.2,A
USGS,11074000,11/12/76,17,A,15,A
USGS,11074000,11/13/76,17.1,A,12.9,A
USGS,11074000,11/14/76,16.3,A,14.6,A
USGS,11074000,11/15/76,18.5,A,14.3,A
USGS,11074000,11/16/76,19.6,A,14.3,A
USGS,11074000,11/17/76,19.9,A,15.6,A
USGS,11074000,11/18/76,18.6,A,13.4,A
USGS,11074000,11/19/76,18,A,13,A
USGS,11074000,11/20/76,17.9,A,12.8,A
USGS,11074000,11/21/76,17.8,A,13.8,A
USGS,11074000,11/22/76,17.8,A,13.8,A
USGS,11074000,11/23/76,18.6,A,14.6,A
USGS,11074000,11/24/76,17.6,A,12.9,A
USGS,11074000,11/25/76,16.9,A,11.8,A
USGS,11074000,11/26/76,16.7,A,14.8,A
USGS,11074000,11/27/76,15.6,A,8.4,A
USGS,11074000,11/28/76,11.9,A,7.3,A
USGS,11074000,11/29/76,13.3,A,8,A
USGS,11074000,11/30/76,14.8,A,8.5,A
USGS,11074000,12/1/76,15.3,A,10.3,A
USGS,11074000,12/2/76,15.5,A,11,A
USGS,11074000,12/3/76,15.4,A,9.3,A
USGS,11074000,12/4/76,14.7,A,9.2,A
USGS,11074000,12/5/76,15.4,A,11.6,A
USGS,11074000,12/6/76,15.2,A,10,A
USGS,11074000,12/7/76,14.9,A,8.6,A
USGS,11074000,12/8/76,14.4,A,8.3,A
USGS,11074000,12/9/76,14.2,A,8.5,A
USGS,11074000,12/10/76,14,A,10.3,A
USGS,11074000,12/11/76,14.3,A,9.6,A
USGS,11074000,12/12/76,14.5,A,8.5,A
USGS,11074000,12/13/76,14.2,A,8.6,A
USGS,11074000,12/14/76,15.4,A,9.2,A
USGS,11074000,12/15/76,14.8,A,9.7,A
USGS,11074000,12/16/76,15.2,A,11.2,A
USGS,11074000,12/17/76,14,A,8.9,A
USGS,11074000,12/18/76,14.6,A,9.3,A
USGS,11074000,12/19/76,15,A,10.8,A
USGS,11074000,12/20/76,14.6,A,10,A
USGS,11074000,12/21/76,14.5,A,9.7,A
USGS,11074000,12/22/76,13.5,A,8.1,A
USGS,11074000,12/23/76,12.7,A,8.2,A
USGS,11074000,12/24/76,13.1,A,8,A
USGS,11074000,12/25/76,13.3,A,7.7,A
USGS,11074000,12/26/76,14.4,A,8.9,A
USGS,11074000,12/27/76,12.6,A,7.5,A
USGS,11074000,12/28/76,13.4,A,7.2,A
USGS,11074000,12/29/76,13,A,7.8,A
USGS,11074000,12/30/76,12.4,A,10.8,A
USGS,11074000,12/31/76,14,A,11.2,A
USGS,11074000,1/1/77,14,A,10.4,A
USGS,11074000,1/2/77,13.3,A,10.9,A
USGS,11074000,1/3/77,12.9,A,11,A
USGS,11074000,1/4/77,12.5,A,10,A
USGS,11074000,1/5/77,11,A,10,A
USGS,11074000,1/6/77,10.8,A,9.3,A
USGS,11074000,1/7/77,9.7,A,9.3,A
USGS,11074000,1/8/77,9.6,A,9.5,A
USGS,11074000,1/9/77,10.1,A,9.4,A
USGS,11074000,1/10/77,10.2,A,9.7,A
USGS,11074000,1/11/77,10.6,A,9.8,A
USGS,11074000,1/12/77,12.5,A,10.1,A
USGS,11074000,1/13/77,14.9,A,10.5,A
USGS,11074000,1/14/77,12.8,A,8.5,A
USGS,11074000,1/15/77,12.6,A,7.5,A
USGS,11074000,1/16/77,12.9,A,7.1,A
USGS,11074000,1/17/77,13.6,A,8.8,A
USGS,11074000,1/18/77,14.6,A,10.3,A
USGS,11074000,1/19/77,15.5,A,9.9,A
USGS,11074000,1/20/77,14.5,A,11.4,A
USGS,11074000,1/21/77,15,A,11.7,A
USGS,11074000,1/22/77,14.2,A,10.6,A
USGS,11074000,1/23/77,14.5,A,10,A
USGS,11074000,1/24/77,14.6,A,10.1,A
USGS,11074000,1/25/77,13.9,A,9.8,A
USGS,11074000,1/26/77,15.3,A,11.1,A
USGS,11074000,1/27/77,13.9,A,9.2,A
USGS,11074000,1/28/77,14.2,A,10.7,A
USGS,11074000,1/29/77,14.2,A,10.5,A
USGS,11074000,1/30/77,15.1,A,9.8,A
USGS,11074000,1/31/77,14,A,8.2,A
USGS,11074000,2/1/77,13.6,A,10.1,A
USGS,11074000,2/2/77,14.5,A,9.1,A
USGS,11074000,2/3/77,14.9,A,8.9,A
USGS,11074000,2/4/77,15,A,8,A
USGS,11074000,2/5/77,16.6,A,9,A
USGS,11074000,2/6/77,17.1,A,10,A
USGS,11074000,2/7/77,18.3,A,10.4,A
USGS,11074000,2/8/77,17.1,A,11.2,A
USGS,11074000,2/9/77,17.2,A,11.2,A
USGS,11074000,2/10/77,18.4,A,11.1,A
USGS,11074000,2/11/77,19.1,A,10.7,A
USGS,11074000,2/12/77,19.3,A,11.2,A
USGS,11074000,2/13/77,19.8,A,11.5,A
USGS,11074000,2/14/77,18.9,A,11.4,A
USGS,11074000,2/15/77,20.7,A,12.1,A
USGS,11074000,2/16/77,20.7,A,11.9,A
USGS,11074000,2/17/77,20.2,A,11.9,A
USGS,11074000,2/18/77,19.9,A,12.3,A
USGS,11074000,2/19/77,20.4,A,13.9,A
USGS,11074000,2/20/77,20,A,13.2,A
USGS,11074000,2/21/77,19.4,A,13.1,A
USGS,11074000,2/22/77,20.2,A,14.9,A
USGS,11074000,2/23/77,14.9,A,12,A
USGS,11074000,2/24/77,14.3,A,10.6,A
USGS,11074000,2/25/77,15.8,A,9.6,A
USGS,11074000,2/26/77,17.9,A,9.7,A
USGS,11074000,2/27/77,19.2,A,10.3,A
USGS,11074000,2/28/77,19.3,A,10.9,A
USGS,11074000,3/1/77,17.7,A,11.5,A
USGS,11074000,3/2/77,17.3,A,8.9,A
USGS,11074000,3/3/77,17,A,8.5,A
USGS,11074000,3/4/77,17,A,9.7,A
USGS,11074000,3/5/77,18.9,A,10.2,A
USGS,11074000,3/6/77,19.2,A,9.5,A
USGS,11074000,3/7/77,18,A,10.1,A
USGS,11074000,3/8/77,19.6,A,12.5,A
USGS,11074000,3/9/77,19.7,A,12.7,A
USGS,11074000,3/10/77,18.8,A,11.7,A
USGS,11074000,3/11/77,18.6,A,9.4,A
USGS,11074000,3/12/77,19,A,9.3,A
USGS,11074000,3/13/77,19.2,A,12.1,A
USGS,11074000,3/14/77,18.4,A,10,A
USGS,11074000,3/15/77,18.2,A,9.1,A
USGS,11074000,3/16/77,16,A,11.5,A
USGS,11074000,3/17/77,17.8,A,9.2,A
USGS,11074000,3/18/77,19.2,A,10.3,A
USGS,11074000,3/19/77,19.4,A,10.5,A
USGS,11074000,3/20/77,20.2,A,11,A
USGS,11074000,3/21/77,22,A,11.9,A
USGS,11074000,3/22/77,21,A,12.4,A
USGS,11074000,3/23/77,19.1,A,14.7,A
USGS,11074000,3/24/77,18.1,A,14,A
USGS,11074000,3/25/77,13.9,A,10.5,A
USGS,11074000,3/26/77,17.1,A,10.6,A
USGS,11074000,3/27/77,19.6,A,11.5,A
USGS,11074000,3/28/77,19.8,A,13.9,A
USGS,11074000,3/29/77,19.4,A,11.6,A
USGS,11074000,3/30/77,18.9,A,10.9,A
USGS,11074000,3/31/77,18.7,A,10.5,A
USGS,11074000,4/1/77,19,A,12,A
USGS,11074000,4/2/77,17.4,A,13.4,A
USGS,11074000,4/3/77,20.9,A,12.3,A
USGS,11074000,4/4/77,21.6,A,12.2,A
USGS,11074000,4/5/77,22.9,A,12.9,A
USGS,11074000,4/6/77,23.4,A,14.2,A
USGS,11074000,4/7/77,23,A,14.8,A
USGS,11074000,4/8/77,22.3,A,16.3,A
USGS,11074000,4/9/77,21.1,A,15.1,A
USGS,11074000,4/10/77,21.5,A,13.7,A
USGS,11074000,4/11/77,19.5,A,13.9,A
USGS,11074000,4/12/77,22.5,A,13.6,A
USGS,11074000,4/13/77,21.5,A,14.3,A
USGS,11074000,4/14/77,22.9,A,16.5,A
USGS,11074000,4/15/77,22.9,A,14.8,A
