USGS,site_no,Date,Temp (max),A,Temp (min),A
USGS,11074000,8/30/85,27.5,A,22,A
USGS,11074000,8/31/85,27.5,A,21.5,A
USGS,11074000,9/1/85,27,A,21,A
USGS,11074000,9/2/85,27,A,21,A
USGS,11074000,9/3/85,24.5,A,21,A
USGS,11074000,9/4/85,21,A,19.5,A
USGS,11074000,9/5/85,21.5,A,19.5,A
USGS,11074000,9/6/85,22.5,A,18.5,A
USGS,11074000,9/7/85,23.5,A,19.5,A
USGS,11074000,9/8/85,23,A,19.5,A
USGS,11074000,9/9/85,23,A,20,A
USGS,11074000,9/10/85,21.5,A,18.5,A
USGS,11074000,9/11/85,22,A,17.5,A
USGS,11074000,9/12/85,22.5,A,16.5,A
USGS,11074000,9/13/85,23,A,17.5,A
USGS,11074000,9/14/85,23,A,17,A
USGS,11074000,9/15/85,23,A,17.5,A
USGS,11074000,9/16/85,23,A,18,A
USGS,11074000,9/17/85,23,A,19.5,A
USGS,11074000,9/18/85,20.5,A,18,A
USGS,11074000,9/19/85,21,A,16,A
USGS,11074000,9/20/85,22.5,A,17,A
USGS,11074000,9/21/85,23,A,17.5,A
USGS,11074000,9/22/85,23,A,17.5,A
USGS,11074000,9/23/85,23,A,18,A
USGS,11074000,9/24/85,23,A,18.5,A
USGS,11074000,9/25/85,23.5,A,19,A
USGS,11074000,9/26/85,31.5,A,20.5,A
USGS,11074000,9/27/85,22.5,A,21,A
USGS,11074000,9/28/85,23,A,20,A
USGS,11074000,9/29/85,22,A,20,A
USGS,11074000,9/30/85,23,A,19.5,A
USGS,11074000,10/1/85,22,A,18.5,A
USGS,11074000,10/2/85,22.5,A,18,A
USGS,11074000,10/3/85,23,A,18,A
USGS,11074000,10/4/85,,,,
USGS,11074000,10/5/85,23.5,A,19.5,A
USGS,11074000,10/6/85,23,A,20,A
USGS,11074000,10/7/85,21.5,A,20,A
USGS,11074000,10/8/85,21,A,19,A
USGS,11074000,10/9/85,20,A,18,A
USGS,11074000,10/10/85,20.5,A,17,A
USGS,11074000,10/11/85,20,A,16.5,A
USGS,11074000,10/12/85,20,A,17,A
USGS,11074000,10/13/85,19.5,A,16,A
USGS,11074000,10/14/85,18.5,A,16.5,A
USGS,11074000,10/15/85,19,A,15,A
USGS,11074000,10/16/85,19.5,A,15,A
USGS,11074000,10/17/85,20,A,17,A
USGS,11074000,10/18/85,20.5,A,17.5,A
USGS,11074000,10/19/85,20,A,16.5,A
USGS,11074000,10/20/85,20,A,17,A
USGS,11074000,10/21/85,19.5,A,18,A
USGS,11074000,10/22/85,19.5,A,17,A
USGS,11074000,10/23/85,19.5,A,16,A
USGS,11074000,10/24/85,19.5,A,15.5,A
USGS,11074000,10/25/85,19.5,A,16,A
USGS,11074000,10/26/85,19.5,A,16,A
USGS,11074000,10/27/85,20,A,17.5,A
USGS,11074000,10/28/85,20,A,18.5,A
USGS,11074000,10/29/85,19,A,17,A
USGS,11074000,10/30/85,19,A,17,A
USGS,11074000,10/31/85,20,A,17.5,A
USGS,11074000,11/1/85,19.5,A,15.5,A
USGS,11074000,11/2/85,19.5,A,15.5,A
USGS,11074000,11/3/85,19,A,15.5,A
USGS,11074000,11/4/85,19,A,16,A
USGS,11074000,11/5/85,18.5,A,15.5,A
USGS,11074000,11/6/85,19,A,15,A
USGS,11074000,11/7/85,18.5,A,15.5,A
USGS,11074000,11/8/85,18,A,15.5,A
USGS,11074000,11/9/85,18.5,A,16.5,A
USGS,11074000,11/10/85,16.5,A,15,A
USGS,11074000,11/11/85,15.5,A,9,A
USGS,11074000,11/12/85,15,A,9,A
USGS,11074000,11/13/85,12.5,A,12,A
USGS,11074000,11/14/85,12.5,A,11.5,A
USGS,11074000,11/15/85,13,A,11.5,A
USGS,11074000,11/16/85,13,A,12,A
USGS,11074000,11/17/85,14,A,13,A
USGS,11074000,11/18/85,14,A,13,A
USGS,11074000,11/19/85,13,A,12.5,A
USGS,11074000,11/20/85,12,A,11.5,A
USGS,11074000,11/21/85,14.5,A,12,A
USGS,11074000,11/22/85,16,A,13,A
USGS,11074000,11/23/85,15,A,13,A
USGS,11074000,11/24/85,15,A,12,A
USGS,11074000,11/25/85,18,A,12,A
USGS,11074000,11/26/85,14.5,A,12,A
USGS,11074000,11/27/85,15,A,14.5,A
USGS,11074000,11/28/85,15.5,A,15,A
USGS,11074000,11/29/85,,,,
USGS,11074000,11/30/85,,,,
USGS,11074000,12/1/85,,,,
USGS,11074000,12/2/85,,,,
USGS,11074000,12/3/85,13.5,A,13.5,A
USGS,11074000,12/4/85,14,A,13.5,A
USGS,11074000,12/5/85,14,A,14,A
USGS,11074000,12/6/85,14,A,14,A
USGS,11074000,12/7/85,14.5,A,14,A
USGS,11074000,12/8/85,14,A,14,A
USGS,11074000,12/9/85,14,A,13.5,A
USGS,11074000,12/10/85,13.5,A,12.5,A
USGS,11074000,12/11/85,12.5,A,11.5,A
USGS,11074000,12/12/85,11.5,A,11,A
USGS,11074000,12/13/85,11,A,10.5,A
USGS,11074000,12/14/85,10.5,A,10,A
USGS,11074000,12/15/85,10.5,A,10,A
USGS,11074000,12/16/85,11,A,10,A
USGS,11074000,12/17/85,12,A,10.5,A
USGS,11074000,12/18/85,,,,
USGS,11074000,12/19/85,12,A,11,A
USGS,11074000,12/20/85,12,A,11,A
USGS,11074000,12/21/85,12,A,11.5,A
USGS,11074000,12/22/85,12.5,A,11.5,A
USGS,11074000,12/23/85,12,A,11.5,A
USGS,11074000,12/24/85,12.5,A,11.5,A
USGS,11074000,12/25/85,12.5,A,11,A
USGS,11074000,12/26/85,12,A,11.5,A
USGS,11074000,12/27/85,12.5,A,12,A
USGS,11074000,12/28/85,12.5,A,12,A
USGS,11074000,12/29/85,13.5,A,12.5,A
USGS,11074000,12/30/85,15,A,13.5,A
USGS,11074000,12/31/85,15,A,14,A
USGS,11074000,1/1/86,16,A,14,A
USGS,11074000,1/2/86,16,A,14.5,A
USGS,11074000,1/3/86,17,A,15,A
USGS,11074000,1/4/86,17,A,15.5,A
USGS,11074000,1/5/86,17.5,A,16,A
USGS,11074000,1/6/86,18,A,16,A
USGS,11074000,1/7/86,16.5,A,12.5,A
USGS,11074000,1/8/86,15,A,10.5,A
USGS,11074000,1/9/86,15.5,A,11,A
USGS,11074000,1/10/86,16,A,11,A
USGS,11074000,1/11/86,16.5,A,12,A
USGS,11074000,1/12/86,17,A,12,A
USGS,11074000,1/13/86,16.5,A,12,A
USGS,11074000,1/14/86,15.5,A,14,A
USGS,11074000,1/15/86,16.5,A,13,A
USGS,11074000,1/16/86,17,A,13.5,A
USGS,11074000,1/17/86,17,A,13,A
USGS,11074000,1/18/86,17.5,A,12.5,A
USGS,11074000,1/19/86,17.5,A,13,A
USGS,11074000,1/20/86,16,A,14.5,A
USGS,11074000,1/21/86,15.5,A,13.5,A
USGS,11074000,1/22/86,16.5,A,14,A
USGS,11074000,1/23/86,16,A,14,A
USGS,11074000,1/24/86,16.5,A,13,A
USGS,11074000,1/25/86,17,A,12,A
USGS,11074000,1/26/86,17,A,12,A
USGS,11074000,1/27/86,17,A,11.5,A
USGS,11074000,1/28/86,16.5,A,12,A
USGS,11074000,1/29/86,16,A,11.5,A
USGS,11074000,1/30/86,15,A,13.5,A
USGS,11074000,1/31/86,15,A,14.5,A
USGS,11074000,2/1/86,15.5,A,15,A
USGS,11074000,2/2/86,15,A,15,A
USGS,11074000,2/3/86,15.5,A,15,A
USGS,11074000,2/4/86,15.5,A,14.5,A
USGS,11074000,2/5/86,15,A,14.5,A
USGS,11074000,2/6/86,14.5,A,14,A
USGS,11074000,2/7/86,14,A,13.5,A
USGS,11074000,2/8/86,13.5,A,12.5,A
USGS,11074000,2/9/86,13,A,12.5,A
USGS,11074000,2/10/86,12.5,A,11.5,A
USGS,11074000,2/11/86,12,A,11.5,A
USGS,11074000,2/12/86,12,A,11.5,A
USGS,11074000,2/13/86,13,A,12,A
USGS,11074000,2/14/86,13.5,A,12.5,A
USGS,11074000,2/15/86,14.5,A,13.5,A
USGS,11074000,2/16/86,14.5,A,14,A
USGS,11074000,2/17/86,14.5,A,14,A
USGS,11074000,2/18/86,15.5,A,14.5,A
USGS,11074000,2/19/86,16.5,A,15,A
USGS,11074000,2/20/86,17,A,16,A
USGS,11074000,2/21/86,16.5,A,15.5,A
USGS,11074000,2/22/86,16.5,A,15.5,A
USGS,11074000,2/23/86,16.5,A,15.5,A
USGS,11074000,2/24/86,16.5,A,16,A
USGS,11074000,2/25/86,17,A,16,A
USGS,11074000,2/26/86,17.5,A,16.5,A
USGS,11074000,2/27/86,18,A,17,A
USGS,11074000,2/28/86,18,A,17,A
USGS,11074000,3/1/86,18,A,17.5,A
USGS,11074000,3/2/86,18,A,17.5,A
USGS,11074000,3/3/86,18,A,17,A
USGS,11074000,3/4/86,17.5,A,17,A
USGS,11074000,3/5/86,18,A,17,A
USGS,11074000,3/6/86,18,A,17.5,A
USGS,11074000,3/7/86,18,A,17.5,A
USGS,11074000,3/8/86,18,A,17.5,A
USGS,11074000,3/9/86,17.5,A,17,A
USGS,11074000,3/10/86,17,A,16,A
USGS,11074000,3/11/86,16,A,15,A
USGS,11074000,3/12/86,15,A,14.5,A
USGS,11074000,3/13/86,14.5,A,14.5,A
USGS,11074000,3/14/86,14.5,A,14,A
USGS,11074000,3/15/86,14.5,A,14,A
USGS,11074000,3/16/86,14.5,A,13,A
USGS,11074000,3/17/86,13,A,13,A
USGS,11074000,3/18/86,13.5,A,12.5,A
USGS,11074000,3/19/86,14,A,12.5,A
USGS,11074000,3/20/86,14.5,A,13.5,A
USGS,11074000,3/21/86,15,A,14,A
USGS,11074000,3/22/86,16,A,15,A
USGS,11074000,3/23/86,17,A,16,A
USGS,11074000,3/24/86,17.5,A,16,A
USGS,11074000,3/25/86,17.5,A,16.5,A
USGS,11074000,3/26/86,18,A,17,A
USGS,11074000,3/27/86,18.5,A,17,A
USGS,11074000,3/28/86,18,A,17,A
USGS,11074000,3/29/86,18.5,A,18,A
USGS,11074000,3/30/86,19,A,18,A
USGS,11074000,3/31/86,19,A,18,A
USGS,11074000,4/1/86,18.5,A,18,A
USGS,11074000,4/2/86,19,A,18,A
USGS,11074000,4/3/86,19,A,17.5,A
USGS,11074000,4/4/86,18,A,17.5,A
USGS,11074000,4/5/86,18,A,17.5,A
USGS,11074000,4/6/86,18,A,16.5,A
USGS,11074000,4/7/86,17,A,16.5,A
USGS,11074000,4/8/86,17,A,16.5,A
USGS,11074000,4/9/86,17.5,A,16.5,A
USGS,11074000,4/10/86,17.5,A,16.5,A
USGS,11074000,4/11/86,18,A,17,A
USGS,11074000,4/12/86,18,A,17,A
USGS,11074000,4/13/86,18.5,A,17,A
USGS,11074000,4/14/86,18.5,A,17.5,A
USGS,11074000,4/15/86,18.5,A,17.5,A
USGS,11074000,4/16/86,18,A,17,A
USGS,11074000,4/17/86,18.5,A,17.5,A
USGS,11074000,4/18/86,19,A,17,A
USGS,11074000,4/19/86,19,A,17,A
USGS,11074000,4/20/86,18.5,A,17,A
USGS,11074000,4/21/86,18.5,A,17.5,A
USGS,11074000,4/22/86,18.5,A,17.5,A
USGS,11074000,4/23/86,19,A,17.5,A
USGS,11074000,4/24/86,19.5,A,18,A
USGS,11074000,4/25/86,19.5,A,18.5,A
USGS,11074000,4/26/86,19.5,A,18.5,A
USGS,11074000,4/27/86,20,A,18.5,A
USGS,11074000,4/28/86,20,A,19,A
USGS,11074000,4/29/86,20,A,19,A
USGS,11074000,4/30/86,20.5,A,19,A
USGS,11074000,5/1/86,20.5,A,19.5,A
USGS,11074000,5/2/86,20.5,A,19.5,A
USGS,11074000,5/3/86,20.5,A,19.5,A
USGS,11074000,5/4/86,20.5,A,19.5,A
USGS,11074000,5/5/86,20.5,A,19,A
USGS,11074000,5/6/86,20,A,19,A
USGS,11074000,5/7/86,20,A,18.5,A
USGS,11074000,5/8/86,19.5,A,18.5,A
USGS,11074000,5/9/86,19.5,A,18.5,A
USGS,11074000,5/10/86,20,A,18.5,A
USGS,11074000,5/11/86,20,A,18.5,A
USGS,11074000,5/12/86,20.5,A,19,A
USGS,11074000,5/13/86,20,A,19,A
USGS,11074000,5/14/86,20.5,A,19,A
USGS,11074000,5/15/86,20,A,19,A
USGS,11074000,5/16/86,20,A,19,A
USGS,11074000,5/17/86,21,A,19.5,A
USGS,11074000,5/18/86,21,A,19.5,A
USGS,11074000,5/19/86,21.5,A,20,A
USGS,11074000,5/20/86,22,A,20.5,A
USGS,11074000,5/21/86,22,A,20.5,A
USGS,11074000,5/22/86,22,A,20.5,A
USGS,11074000,5/23/86,21.5,A,20,A
USGS,11074000,5/24/86,21.5,A,20,A
USGS,11074000,5/25/86,21.5,A,20.5,A
USGS,11074000,5/26/86,22,A,21,A
USGS,11074000,5/27/86,22.5,A,21.5,A
USGS,11074000,5/28/86,22.5,A,21.5,A
USGS,11074000,5/29/86,22.5,A,21.5,A
USGS,11074000,5/30/86,23,A,22,A
USGS,11074000,5/31/86,22,A,21,A
USGS,11074000,6/1/86,22,A,21,A
USGS,11074000,6/2/86,22,A,21.5,A
USGS,11074000,6/3/86,,,,
USGS,11074000,6/4/86,24,A,21.5,A
USGS,11074000,6/5/86,23.5,A,22,A
USGS,11074000,6/6/86,24.5,A,21.5,A
USGS,11074000,6/7/86,24,A,20.5,A
USGS,11074000,6/8/86,25.5,A,20.5,A
USGS,11074000,6/9/86,26.5,A,20,A
USGS,11074000,6/10/86,26.5,A,21,A
USGS,11074000,6/11/86,27,A,21,A
USGS,11074000,6/12/86,27,A,20.5,A
USGS,11074000,6/13/86,27,A,20,A
USGS,11074000,6/14/86,27,A,20.5,A
USGS,11074000,6/15/86,27.5,A,20.5,A
USGS,11074000,6/16/86,27.5,A,21,A
USGS,11074000,6/17/86,27.5,A,21,A
USGS,11074000,6/18/86,27.5,A,20,A
USGS,11074000,6/19/86,27.5,A,20.5,A
USGS,11074000,6/20/86,27.5,A,20.5,A
USGS,11074000,6/21/86,28,A,20.5,A
USGS,11074000,6/22/86,27.5,A,21.5,A
USGS,11074000,6/23/86,26.5,A,21,A
USGS,11074000,6/24/86,27,A,21.5,A
USGS,11074000,6/25/86,27,A,20.5,A
USGS,11074000,6/26/86,28,A,21,A
USGS,11074000,6/27/86,28.5,A,20.5,A
USGS,11074000,6/28/86,28,A,21.5,A
USGS,11074000,6/29/86,28,A,21,A
USGS,11074000,6/30/86,29,A,22,A
USGS,11074000,7/1/86,29,A,22,A
USGS,11074000,7/2/86,28,A,22,A
USGS,11074000,7/3/86,,,,
USGS,11074000,7/4/86,27,A,22,A
USGS,11074000,7/5/86,27.5,A,21.5,A
USGS,11074000,7/6/86,26.5,A,21.5,A
USGS,11074000,7/7/86,27,A,20.5,A
USGS,11074000,7/8/86,27.5,A,20.5,A
USGS,11074000,7/9/86,27.5,A,20.5,A
USGS,11074000,7/10/86,26.5,A,20,A
USGS,11074000,7/11/86,27,A,20.5,A
USGS,11074000,7/12/86,27,A,21,A
USGS,11074000,7/13/86,27.5,A,20.5,A
USGS,11074000,7/14/86,27.5,A,22,A
USGS,11074000,7/15/86,27.5,A,22.5,A
USGS,11074000,7/16/86,27,A,21.5,A
USGS,11074000,7/17/86,26.5,A,20,A
USGS,11074000,7/18/86,26.5,A,19.5,A
USGS,11074000,7/19/86,27,A,19.5,A
USGS,11074000,7/20/86,27,A,19.5,A
USGS,11074000,7/21/86,25.5,A,21.5,A
USGS,11074000,7/22/86,25.5,A,21,A
USGS,11074000,7/23/86,26.5,A,21.5,A
USGS,11074000,7/24/86,26.5,A,21,A
USGS,11074000,7/25/86,26,A,19.5,A
USGS,11074000,7/26/86,26,A,19.5,A
USGS,11074000,7/27/86,25.5,A,19.5,A
USGS,11074000,7/28/86,26,A,19.5,A
USGS,11074000,7/29/86,26.5,A,19.5,A
USGS,11074000,7/30/86,26.5,A,19,A
USGS,11074000,7/31/86,26.5,A,20,A
USGS,11074000,8/1/86,27,A,20.5,A
USGS,11074000,8/2/86,27,A,20.5,A
USGS,11074000,8/3/86,27,A,21,A
USGS,11074000,8/4/86,27,A,21.5,A
USGS,11074000,8/5/86,28,A,21.5,A
USGS,11074000,8/6/86,28.5,A,20.5,A
USGS,11074000,8/7/86,,,,
USGS,11074000,8/8/86,,,,
USGS,11074000,8/9/86,28.5,A,20,A
USGS,11074000,8/10/86,28.5,A,20.5,A
USGS,11074000,8/11/86,27.5,A,20.5,A
USGS,11074000,8/12/86,27,A,21.5,A
USGS,11074000,8/13/86,26.5,A,20.5,A
USGS,11074000,8/14/86,26.5,A,21,A
USGS,11074000,8/15/86,26,A,20.5,A
USGS,11074000,8/16/86,26,A,20,A
USGS,11074000,8/17/86,28,A,20,A
USGS,11074000,8/18/86,28,A,22.5,A
USGS,11074000,8/19/86,,,,
USGS,11074000,8/20/86,,,,
USGS,11074000,8/21/86,26.5,A,22,A
USGS,11074000,8/22/86,28,A,22.5,A
USGS,11074000,8/23/86,27,A,20,A
USGS,11074000,8/24/86,27,A,21,A
USGS,11074000,8/25/86,27,A,21,A
USGS,11074000,8/26/86,26.5,A,21.5,A
USGS,11074000,8/27/86,26.5,A,21.5,A
USGS,11074000,8/28/86,26.5,A,21,A
USGS,11074000,8/29/86,27,A,20.5,A
USGS,11074000,8/30/86,26.5,A,20.5,A
USGS,11074000,8/31/86,25.5,A,21,A
USGS,11074000,9/1/86,25.5,A,20.5,A
USGS,11074000,9/2/86,25,A,21,A
USGS,11074000,9/3/86,25,A,20.5,A
USGS,11074000,9/4/86,25.5,A,20,A
USGS,11074000,9/5/86,26,A,20.5,A
USGS,11074000,9/6/86,26.5,A,20.5,A
USGS,11074000,9/7/86,26,A,21,A
USGS,11074000,9/8/86,25,A,21,A
USGS,11074000,9/9/86,25,A,20,A
USGS,11074000,9/10/86,26,A,19.5,A
USGS,11074000,9/11/86,24.5,A,18,A
USGS,11074000,9/12/86,30.5,A,19,A
USGS,11074000,9/13/86,23,A,18.5,A
USGS,11074000,9/14/86,23.5,A,19,A
USGS,11074000,9/15/86,,,,
USGS,11074000,9/16/86,,,,
USGS,11074000,9/17/86,22,A,19.5,A
USGS,11074000,9/18/86,22,A,19.5,A
USGS,11074000,9/19/86,22,A,18,A
USGS,11074000,9/20/86,22,A,17.5,A
USGS,11074000,9/21/86,21.5,A,16.5,A
USGS,11074000,9/22/86,21,A,17,A
USGS,11074000,9/23/86,20,A,17,A
USGS,11074000,9/24/86,,,,
USGS,11074000,9/25/86,,,,
USGS,11074000,9/26/86,,,,
USGS,11074000,9/27/86,18,A,17,A
USGS,11074000,9/28/86,18,A,17.5,A
USGS,11074000,9/29/86,,,,
USGS,11074000,9/30/86,,,,
USGS,11074000,10/1/86,19,A,18,A
USGS,11074000,10/2/86,,,,
USGS,11074000,10/3/86,19,A,18,A
USGS,11074000,10/4/86,21,A,16.5,A
USGS,11074000,10/5/86,21.5,A,16,A
USGS,11074000,10/6/86,21.5,A,17,A
USGS,11074000,10/7/86,33,A,15,A
USGS,11074000,10/8/86,33,A,15,A
USGS,11074000,10/9/86,32,A,14,A
USGS,11074000,10/10/86,28,A,15.5,A
USGS,11074000,10/11/86,20,A,19.5,A
USGS,11074000,10/12/86,20,A,19,A
USGS,11074000,10/13/86,20,A,17.5,A
USGS,11074000,10/14/86,20,A,15,A
USGS,11074000,10/15/86,19.5,A,15.5,A
USGS,11074000,10/16/86,19.5,A,15,A
USGS,11074000,10/17/86,20.5,A,17.5,A
USGS,11074000,10/18/86,20,A,16,A
USGS,11074000,10/19/86,19.5,A,15.5,A
USGS,11074000,10/20/86,20,A,15.5,A
USGS,11074000,10/21/86,20,A,15.5,A
USGS,11074000,10/22/86,20,A,16,A
USGS,11074000,10/23/86,20,A,16,A
USGS,11074000,10/24/86,20,A,16,A
USGS,11074000,10/25/86,21,A,15.5,A
USGS,11074000,10/26/86,20.5,A,16,A
USGS,11074000,10/27/86,20.5,A,16,A
USGS,11074000,10/28/86,20,A,16,A
USGS,11074000,10/29/86,21,A,17.5,A
USGS,11074000,10/30/86,20,A,16.5,A
USGS,11074000,10/31/86,20.5,A,17.5,A
USGS,11074000,11/1/86,18,A,15.5,A
USGS,11074000,11/2/86,18,A,14.5,A
USGS,11074000,11/3/86,18.5,A,14,A
USGS,11074000,11/4/86,18.5,A,14,A
USGS,11074000,11/5/86,19,A,14.5,A
USGS,11074000,11/6/86,23,A,8,A
USGS,11074000,11/7/86,17,A,6,A
USGS,11074000,11/8/86,17.5,A,14,A
USGS,11074000,11/9/86,17,A,12.5,A
USGS,11074000,11/10/86,17,A,12.5,A
USGS,11074000,11/11/86,17.5,A,14,A
USGS,11074000,11/12/86,18,A,12.5,A
USGS,11074000,11/13/86,17.5,A,13,A
USGS,11074000,11/14/86,17,A,13,A
USGS,11074000,11/15/86,18.5,A,14,A
USGS,11074000,11/16/86,18.5,A,15,A
USGS,11074000,11/17/86,18,A,16.5,A
USGS,11074000,11/18/86,17.5,A,16.5,A
USGS,11074000,11/19/86,17,A,17,A
USGS,11074000,11/20/86,17,A,16.5,A
USGS,11074000,11/21/86,17.5,A,17,A
USGS,11074000,11/22/86,17,A,16.5,A
USGS,11074000,11/23/86,16.5,A,14.5,A
USGS,11074000,11/24/86,14.5,A,14,A
USGS,11074000,11/25/86,14.5,A,14,A
USGS,11074000,11/26/86,15,A,13,A
USGS,11074000,11/27/86,15.5,A,13,A
USGS,11074000,11/28/86,16,A,13,A
USGS,11074000,11/29/86,16,A,13.5,A
USGS,11074000,11/30/86,15.5,A,13,A
USGS,11074000,12/1/86,15,A,12.5,A
USGS,11074000,12/2/86,15,A,12.5,A
USGS,11074000,12/3/86,15,A,12,A
USGS,11074000,12/4/86,15.5,A,13,A
USGS,11074000,12/5/86,16,A,14,A
USGS,11074000,12/6/86,16,A,14.5,A
USGS,11074000,12/7/86,14.5,A,14,A
USGS,11074000,12/8/86,14,A,12.5,A
USGS,11074000,12/9/86,13,A,12.5,A
USGS,11074000,12/10/86,13,A,12,A
USGS,11074000,12/11/86,12.5,A,11.5,A
USGS,11074000,12/12/86,12,A,11,A
USGS,11074000,12/13/86,11.5,A,11,A
USGS,11074000,12/14/86,11.5,A,11,A
USGS,11074000,12/15/86,12,A,11.5,A
USGS,11074000,12/16/86,13,A,12,A
USGS,11074000,12/17/86,13.5,A,13,A
USGS,11074000,12/18/86,13.5,A,13,A
USGS,11074000,12/19/86,14,A,13,A
USGS,11074000,12/20/86,14.5,A,14,A
USGS,11074000,12/21/86,14.5,A,13,A
USGS,11074000,12/22/86,14.5,A,12,A
USGS,11074000,12/23/86,15,A,12,A
USGS,11074000,12/24/86,15.5,A,12.5,A
USGS,11074000,12/25/86,15,A,11.5,A
USGS,11074000,12/26/86,14,A,10.5,A
USGS,11074000,12/27/86,14,A,10,A
USGS,11074000,12/28/86,14.5,A,11,A
USGS,11074000,12/29/86,15,A,11,A
USGS,11074000,12/30/86,14.5,A,10,A
USGS,11074000,12/31/86,14,A,11,A
USGS,11074000,1/1/87,14,A,11,A
USGS,11074000,1/2/87,15.5,A,12.5,A
USGS,11074000,1/3/87,15,A,10.5,A
USGS,11074000,1/4/87,14.5,A,12.5,A
USGS,11074000,1/5/87,12.5,A,12,A
USGS,11074000,1/6/87,12,A,11.5,A
USGS,11074000,1/7/87,12,A,11.5,A
USGS,11074000,1/8/87,12,A,11.5,A
USGS,11074000,1/9/87,12,A,11,A
USGS,11074000,1/10/87,11.5,A,11,A
USGS,11074000,1/11/87,11.5,A,10.5,A
USGS,11074000,1/12/87,11.5,A,10.5,A
USGS,11074000,1/13/87,11.5,A,11,A
USGS,11074000,1/14/87,12,A,10.5,A
USGS,11074000,1/15/87,11,A,10.5,A
USGS,11074000,1/16/87,10.5,A,9.5,A
USGS,11074000,1/17/87,9.5,A,9,A
USGS,11074000,1/18/87,9.5,A,8.5,A
USGS,11074000,1/19/87,9.5,A,8.5,A
USGS,11074000,1/20/87,9.5,A,8.5,A
USGS,11074000,1/21/87,9,A,8.5,A
USGS,11074000,1/22/87,9,A,8.5,A
USGS,11074000,1/23/87,9,A,8.5,A
USGS,11074000,1/24/87,10,A,9,A
USGS,11074000,1/25/87,10.5,A,9.5,A
USGS,11074000,1/26/87,11,A,10,A
USGS,11074000,1/27/87,11.5,A,11,A
USGS,11074000,1/28/87,12,A,11.5,A
USGS,11074000,1/29/87,16,A,7,A
USGS,11074000,1/30/87,14,A,8,A
USGS,11074000,1/31/87,14,A,13.5,A
USGS,11074000,2/1/87,14,A,13,A
USGS,11074000,2/2/87,13.5,A,13,A
USGS,11074000,2/3/87,13.5,A,13,A
USGS,11074000,2/4/87,15,A,13.5,A
USGS,11074000,2/5/87,15,A,13.5,A
USGS,11074000,2/6/87,14.5,A,13.5,A
USGS,11074000,2/7/87,14.5,A,13.5,A
USGS,11074000,2/8/87,14,A,13.5,A
USGS,11074000,2/9/87,14.5,A,14,A
USGS,11074000,2/10/87,16,A,13.5,A
USGS,11074000,2/11/87,15.5,A,13,A
USGS,11074000,2/12/87,16,A,15,A
USGS,11074000,2/13/87,16,A,15,A
USGS,11074000,2/14/87,16.5,A,15,A
USGS,11074000,2/15/87,16.5,A,15,A
USGS,11074000,2/16/87,16.5,A,15,A
USGS,11074000,2/17/87,16,A,14.5,A
USGS,11074000,2/18/87,15.5,A,15,A
USGS,11074000,2/19/87,15,A,14,A
USGS,11074000,2/20/87,14.5,A,13.5,A
USGS,11074000,2/21/87,14,A,13.5,A
USGS,11074000,2/22/87,13.5,A,13,A
USGS,11074000,2/23/87,13.5,A,12.5,A
USGS,11074000,2/24/87,12.5,A,12,A
USGS,11074000,2/25/87,12,A,11.5,A
USGS,11074000,2/26/87,12,A,11.5,A
USGS,11074000,2/27/87,12,A,11,A
USGS,11074000,2/28/87,12,A,11,A
USGS,11074000,3/1/87,12,A,11,A
USGS,11074000,3/2/87,12.5,A,11.5,A
USGS,11074000,3/3/87,13,A,12,A
USGS,11074000,3/4/87,14,A,12.5,A
USGS,11074000,3/5/87,13.5,A,13,A
USGS,11074000,3/6/87,14,A,13,A
USGS,11074000,3/7/87,14.5,A,14,A
USGS,11074000,3/8/87,15,A,14,A
USGS,11074000,3/9/87,15.5,A,14.5,A
USGS,11074000,3/10/87,15.5,A,15,A
USGS,11074000,3/11/87,16,A,15,A
USGS,11074000,3/12/87,16,A,15.5,A
USGS,11074000,3/13/87,16.5,A,15.5,A
USGS,11074000,3/14/87,16.5,A,16,A
USGS,11074000,3/15/87,16.5,A,16,A
USGS,11074000,3/16/87,16.5,A,16,A
USGS,11074000,3/17/87,16.5,A,15.5,A
USGS,11074000,3/18/87,16,A,15.5,A
USGS,11074000,3/19/87,16,A,15,A
USGS,11074000,3/20/87,16,A,15.5,A
USGS,11074000,3/21/87,15.5,A,15,A
USGS,11074000,3/22/87,15.5,A,15,A
USGS,11074000,3/23/87,15,A,14,A
USGS,11074000,3/24/87,15,A,14,A
USGS,11074000,3/25/87,15.5,A,14,A
USGS,11074000,3/26/87,15,A,14,A
USGS,11074000,3/27/87,15.5,A,14.5,A
USGS,11074000,3/28/87,16,A,14.5,A
USGS,11074000,3/29/87,16.5,A,15,A
USGS,11074000,3/30/87,16.5,A,15.5,A
USGS,11074000,3/31/87,16.5,A,15.5,A
USGS,11074000,4/1/87,16.5,A,15.5,A
USGS,11074000,4/2/87,16.5,A,15.5,A
USGS,11074000,4/3/87,16.5,A,16,A
USGS,11074000,4/4/87,17,A,16,A
USGS,11074000,4/5/87,17,A,16,A
USGS,11074000,4/6/87,17,A,16,A
USGS,11074000,4/7/87,17,A,16.5,A
USGS,11074000,4/8/87,17.5,A,16.5,A
USGS,11074000,4/9/87,17.5,A,17,A
USGS,11074000,4/10/87,18,A,17,A
USGS,11074000,4/11/87,18,A,17.5,A
