,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,1/7/15,6.5,A,1.1,A,
USGS,9147500,1/8/15,6.4,A,1,A,
USGS,9147500,1/9/15,6.2,A,0.5,A,
USGS,9147500,1/10/15,6.3,A,0.7,A,
USGS,9147500,1/11/15,4.1,A,2.2,A,
USGS,9147500,1/12/15,5.1,A,1,A,
USGS,9147500,1/13/15,4.2,A,2.4,A,
USGS,9147500,1/14/15,4.9,A,2.8,A,
USGS,9147500,1/15/15,6.2,A,1.2,A,
USGS,9147500,1/16/15,6.3,A,0,A,
USGS,9147500,1/17/15,6,A,0.7,A,
USGS,9147500,1/18/15,6.2,A,0,A,
USGS,9147500,1/19/15,5.8,A,0.6,A,
USGS,9147500,1/20/15,6.4,A,1.3,A,
USGS,9147500,1/21/15,5.5,A,1,A,
USGS,9147500,1/22/15,5.1,A,0,A,
USGS,9147500,1/23/15,5.2,A,0,A,
USGS,9147500,1/24/15,4.8,A,0,A,
USGS,9147500,1/25/15,6.9,A,0,A,
USGS,9147500,1/26/15,7.5,A,0.6,A,
USGS,9147500,1/27/15,7.5,A,1.2,A,
USGS,9147500,1/28/15,7.4,A,2.2,A,
USGS,9147500,1/29/15,6.3,A,1.5,A,
USGS,9147500,1/30/15,4.6,A,2.9,A,
USGS,9147500,1/31/15,4.1,A,3,A,
USGS,9147500,2/1/15,6.8,A,0.7,A,
USGS,9147500,2/2/15,5.9,A,1.4,A,
USGS,9147500,2/3/15,7.9,A,1.4,A,
USGS,9147500,2/4/15,6.2,A,1.9,A,
USGS,9147500,2/5/15,8.2,A,1.4,A,
USGS,9147500,2/6/15,8.3,A,0.7,A,
USGS,9147500,2/7/15,8.5,A,1.1,A,
USGS,9147500,2/8/15,9.3,A,2.5,A,
USGS,9147500,2/9/15,9.4,A,1.6,A,
USGS,9147500,2/10/15,8.6,A,2,A,
USGS,9147500,2/11/15,8.4,A,1.7,A,
USGS,9147500,2/12/15,7.9,A,0.8,A,
USGS,9147500,2/13/15,9.1,A,1,A,
USGS,9147500,2/14/15,9.6,A,1.1,A,
USGS,9147500,2/15/15,6.5,A,1.5,A,
USGS,9147500,2/16/15,4.4,A,1,A,
USGS,9147500,2/17/15,7.5,A,0,A,
USGS,9147500,2/18/15,8.6,A,0,A,
USGS,9147500,2/19/15,9.1,A,0.5,A,
USGS,9147500,2/20/15,8.1,A,1.4,A,
USGS,9147500,2/21/15,6.3,A,0.8,A,
USGS,9147500,2/22/15,2.3,A,0,A,
USGS,9147500,2/23/15,4.2,A,0,A,
USGS,9147500,2/24/15,5.7,A,0.5,A,
USGS,9147500,2/25/15,6.4,A,0.1,A,
USGS,9147500,2/26/15,5.8,A,0.1,A,
USGS,9147500,2/27/15,6.7,A,1.2,A,
USGS,9147500,2/28/15,6.3,A,0,A,
USGS,9147500,3/1/15,6.6,A,1.1,A,
USGS,9147500,3/2/15,9.1,A,2.7,A,
USGS,9147500,3/3/15,9,A,1.1,A,
USGS,9147500,3/4/15,7.9,A,1.1,A,
USGS,9147500,3/5/15,8.7,A,0,A,
USGS,9147500,3/6/15,9.5,A,0,A,
USGS,9147500,3/7/15,10,A,0.1,A,
USGS,9147500,3/8/15,10.2,A,0.7,A,
USGS,9147500,3/9/15,10.4,A,1,A,
USGS,9147500,3/10/15,10.8,A,1,A,
USGS,9147500,3/11/15,9,A,1.1,A,
USGS,9147500,3/12/15,8.5,A,2.7,A,
USGS,9147500,3/13/15,10.3,A,3.1,A,
USGS,9147500,3/14/15,12,A,2.2,A,
USGS,9147500,3/15/15,12.3,A,2.6,A,
USGS,9147500,3/16/15,12.5,A,2.6,A,
USGS,9147500,3/17/15,12.4,A,2.7,A,
USGS,9147500,3/18/15,7.6,A,5,A,
USGS,9147500,3/19/15,10.9,A,4.6,A,
USGS,9147500,3/20/15,11.9,A,2.1,A,
USGS,9147500,3/21/15,12.1,A,2.4,A,
USGS,9147500,3/22/15,11.9,A,2.5,A,
USGS,9147500,3/23/15,9.5,A,3.7,A,
USGS,9147500,3/24/15,7.4,A,3.3,A,
USGS,9147500,3/25/15,8.2,A,3.5,A,
USGS,9147500,3/26/15,9.4,A,2.3,A,
USGS,9147500,3/27/15,10.3,A,2.9,A,
USGS,9147500,3/28/15,10.7,A,3.4,A,
USGS,9147500,3/29/15,10.6,A,4.3,A,
USGS,9147500,3/30/15,10.4,A,3.3,A,
USGS,9147500,3/31/15,9.9,A,3.4,A,
USGS,9147500,4/1/15,7.7,A,4.2,A,
USGS,9147500,4/2/15,8.9,A,3.9,A,
USGS,9147500,4/3/15,9.3,A,3,A,
USGS,9147500,4/4/15,9.5,A,2,A,
USGS,9147500,4/5/15,10.5,A,3.2,A,
USGS,9147500,4/6/15,10.7,A,3.6,A,
USGS,9147500,4/7/15,10.3,A,3.2,A,
USGS,9147500,4/8/15,10,A,3.5,A,
USGS,9147500,4/9/15,9.6,A,2.8,A,
USGS,9147500,4/10/15,9.8,A,3.1,A,
USGS,9147500,4/11/15,8.7,A,3.3,A,
USGS,9147500,4/12/15,10.8,A,3.3,A,
USGS,9147500,4/13/15,11.2,A,3,A,
USGS,9147500,4/14/15,11.5,A,3.6,A,
USGS,9147500,4/15/15,10.1,A,3.7,A,
USGS,9147500,4/16/15,7.5,A,2.7,A,
USGS,9147500,4/17/15,6.5,A,3.7,A,
USGS,9147500,4/18/15,5.7,A,3.8,A,
USGS,9147500,4/19/15,10.9,A,4.1,A,
USGS,9147500,4/20/15,8.6,A,4.8,A,
USGS,9147500,4/21/15,11.8,A,3.7,A,
USGS,9147500,4/22/15,9.1,A,3.8,A,
USGS,9147500,4/23/15,8.1,A,4.1,A,
USGS,9147500,4/24/15,7.9,A,4.3,A,
USGS,9147500,4/25/15,9.2,A,4.3,A,
USGS,9147500,4/26/15,6.8,A,4.7,A,
USGS,9147500,4/27/15,12.4,A,5.1,A,
USGS,9147500,4/28/15,12.8,A,5.1,A,
USGS,9147500,4/29/15,13.2,A,4.9,A,
USGS,9147500,4/30/15,12.2,A,5.1,A,
USGS,9147500,5/1/15,12.8,A,5.4,A,
USGS,9147500,5/2/15,9.7,A,5.3,A,
USGS,9147500,5/3/15,9.2,A,5.7,A,
USGS,9147500,5/4/15,11.1,A,5.3,A,
USGS,9147500,5/5/15,8.1,A,6,A,
USGS,9147500,5/6/15,10.3,A,6,A,
USGS,9147500,5/7/15,10.2,A,5.1,A,
USGS,9147500,5/8/15,11.7,A,5.7,A,
USGS,9147500,5/9/15,6.9,A,4.5,A,
USGS,9147500,5/10/15,9,A,4.7,A,
USGS,9147500,5/11/15,12.3,A,3.9,A,
USGS,9147500,5/12/15,11.9,A,4.8,A,
USGS,9147500,5/13/15,12.3,A,6.3,A,
USGS,9147500,5/14/15,10.3,A,5.4,A,
USGS,9147500,5/15/15,9.8,A,5.8,A,
USGS,9147500,5/16/15,8.4,A,5.4,A,
USGS,9147500,5/17/15,11,A,5.5,A,
USGS,9147500,5/18/15,10.8,A,5.5,A,
USGS,9147500,5/19/15,9.4,A,6.4,A,
USGS,9147500,5/20/15,10.8,A,5.1,A,
USGS,9147500,5/21/15,9.7,A,6.2,A,
USGS,9147500,5/22/15,11.8,A,6.4,A,
USGS,9147500,5/23/15,9.7,A,5.9,A,
USGS,9147500,5/24/15,11.5,A,5.4,A,
USGS,9147500,5/25/15,10.4,A,6.3,A,
USGS,9147500,5/26/15,10.1,A,5.9,A,
USGS,9147500,5/27/15,12.4,A,6.7,A,
USGS,9147500,5/28/15,12.2,A,6.4,A,
USGS,9147500,5/29/15,12,A,5.8,A,
USGS,9147500,5/30/15,13,A,5.9,A,
USGS,9147500,5/31/15,11.2,A,6.6,A,
USGS,9147500,6/1/15,12.2,A,6.8,A,
USGS,9147500,6/2/15,12.2,A,6.2,A,
USGS,9147500,6/3/15,11.8,A,6,A,
USGS,9147500,6/4/15,11.9,A,6.1,A,
USGS,9147500,6/5/15,8.9,A,6.8,A,
USGS,9147500,6/6/15,8.8,A,7.1,A,
USGS,9147500,6/7/15,11.2,A,6.4,A,
USGS,9147500,6/8/15,11.9,A,6.7,A,
USGS,9147500,6/9/15,11.6,A,6.8,A,
USGS,9147500,6/10/15,10.1,A,7.7,A,
USGS,9147500,6/11/15,9.9,A,7.1,A,
USGS,9147500,6/12/15,11.3,A,7.2,A,
USGS,9147500,6/13/15,11,A,7.5,A,
USGS,9147500,6/14/15,12.1,A,7.5,A,
USGS,9147500,6/15/15,11.6,A,7.6,A,
USGS,9147500,6/16/15,11.6,A,8,A,
USGS,9147500,6/17/15,12.6,A,7.9,A,
USGS,9147500,6/18/15,12.6,A,7.7,A,
USGS,9147500,6/19/15,12.7,A,8.1,A,
USGS,9147500,6/20/15,12.9,A,8.4,A,
USGS,9147500,6/21/15,12.9,A,8.6,A,
USGS,9147500,6/22/15,13.2,A,8.7,A,
USGS,9147500,6/23/15,13.3,A,8.9,A,
USGS,9147500,6/24/15,12.3,A,9.4,A,
USGS,9147500,6/25/15,14.1,A,9.1,A,
USGS,9147500,6/26/15,14.7,A,9.2,A,
USGS,9147500,6/27/15,15,A,9.3,A,
USGS,9147500,6/28/15,15,A,9.6,A,
USGS,9147500,6/29/15,15.3,A,10.2,A,
USGS,9147500,6/30/15,15.5,A,10.1,A,
USGS,9147500,7/1/15,15,A,10.4,A,
USGS,9147500,7/2/15,14.3,A,10.9,A,
USGS,9147500,7/3/15,14.3,A,10.6,A,
USGS,9147500,7/4/15,13.3,A,10.7,A,
USGS,9147500,7/5/15,12.8,A,10.9,A,
USGS,9147500,7/6/15,14.3,A,10.6,A,
USGS,9147500,7/7/15,13.3,A,10.7,A,
USGS,9147500,7/8/15,14.2,A,10.9,A,
USGS,9147500,7/9/15,14.2,A,10.3,A,
USGS,9147500,7/10/15,13.9,A,10.3,A,
USGS,9147500,7/11/15,14.6,A,10.4,A,
USGS,9147500,7/12/15,15.4,A,10.5,A,
USGS,9147500,7/13/15,15.4,A,11.1,A,
USGS,9147500,7/14/15,13.6,A,11.3,A,
USGS,9147500,7/15/15,15.2,A,10.8,A,
USGS,9147500,7/16/15,15.9,A,10.6,A,
USGS,9147500,7/17/15,16.2,A,10.5,A,
USGS,9147500,7/18/15,14.4,A,10.7,A,
USGS,9147500,7/19/15,13.6,A,11.4,A,
USGS,9147500,7/20/15,15.7,A,10.6,A,
USGS,9147500,7/21/15,16.3,A,11.6,A,
USGS,9147500,7/22/15,16.3,A,10.9,A,
USGS,9147500,7/23/15,17.2,A,10.9,A,
USGS,9147500,7/24/15,12.9,A,11.5,A,
USGS,9147500,7/25/15,17.4,A,10.9,A,
USGS,9147500,7/26/15,14.1,A,10.9,A,
USGS,9147500,7/27/15,16.9,A,11.2,A,
USGS,9147500,7/28/15,17,A,10.5,A,
USGS,9147500,7/29/15,17.1,A,10.6,A,
USGS,9147500,7/30/15,16.8,A,10.6,A,
USGS,9147500,7/31/15,15.9,A,11.1,A,
USGS,9147500,8/1/15,14.4,A,11.6,A,
USGS,9147500,8/2/15,13.1,A,11.8,A,
USGS,9147500,8/3/15,15.7,A,11.8,A,
USGS,9147500,8/4/15,16.4,A,11.3,A,
USGS,9147500,8/5/15,16.9,A,11.1,A,
USGS,9147500,8/6/15,16.9,A,11.2,A,
USGS,9147500,8/7/15,13.9,A,11,A,
USGS,9147500,8/8/15,15.5,A,11.7,A,
USGS,9147500,8/9/15,17,A,11.1,A,
USGS,9147500,8/10/15,16.2,A,11.2,A,
USGS,9147500,8/11/15,16.1,A,12,A,
USGS,9147500,8/12/15,17.3,A,11.9,A,
USGS,9147500,8/13/15,17.5,A,11.7,A,
USGS,9147500,8/14/15,17.1,A,11.9,A,
USGS,9147500,8/15/15,17.1,A,11.8,A,
USGS,9147500,8/16/15,16.2,A,12.1,A,
USGS,9147500,8/17/15,15.8,A,11.9,A,
USGS,9147500,8/18/15,16.8,A,11.2,A,
USGS,9147500,8/19/15,16.4,A,10.9,A,
USGS,9147500,8/20/15,16.6,A,11,A,
USGS,9147500,8/21/15,17,A,11.3,A,
USGS,9147500,8/22/15,15.3,A,11.5,A,
USGS,9147500,8/23/15,16.5,A,11.5,A,
USGS,9147500,8/24/15,17,A,11.4,A,
USGS,9147500,8/25/15,16.2,A,11.5,A,
USGS,9147500,8/26/15,14.3,A,12,A,
USGS,9147500,8/27/15,15.5,A,12.4,A,
USGS,9147500,8/28/15,17.3,A,11.9,A,
USGS,9147500,8/29/15,17,A,11.7,A,
USGS,9147500,8/30/15,16.4,A,12,A,
USGS,9147500,8/31/15,16.4,A,12.4,A,
USGS,9147500,9/1/15,16.9,A,12,A,
USGS,9147500,9/2/15,16.5,A,12.3,A,
USGS,9147500,9/3/15,16,A,12.4,A,
USGS,9147500,9/4/15,14.7,A,12.1,A,
USGS,9147500,9/5/15,16.5,A,12.6,A,
USGS,9147500,9/6/15,16.7,A,12.2,A,
USGS,9147500,9/7/15,16.5,A,12.4,A,
USGS,9147500,9/8/15,17.6,A,12.3,A,
USGS,9147500,9/9/15,18.1,A,11.8,A,
USGS,9147500,9/10/15,18,A,11.2,A,
USGS,9147500,9/11/15,18,A,11.2,A,
USGS,9147500,9/12/15,18.2,A,11.4,A,
USGS,9147500,9/13/15,17.6,A,11.5,A,
USGS,9147500,9/14/15,14.9,A,12,A,
USGS,9147500,9/15/15,17.6,A,12.7,A,
USGS,9147500,9/16/15,17.5,A,12.2,A,
USGS,9147500,9/17/15,18.5,A,12.2,A,
USGS,9147500,9/18/15,18.1,A,11.8,A,
USGS,9147500,9/19/15,18,A,11.1,A,
USGS,9147500,9/20/15,18.2,A,10.9,A,
USGS,9147500,9/21/15,17.5,A,11,A,
USGS,9147500,9/22/15,15.7,A,11.6,A,
USGS,9147500,9/23/15,18.2,A,12.5,A,
USGS,9147500,9/24/15,18.8,A,11.3,A,
USGS,9147500,9/25/15,18.9,A,11,A,
USGS,9147500,9/26/15,18.7,A,10.9,A,
USGS,9147500,9/27/15,18.5,A,11.1,A,
USGS,9147500,9/28/15,18.4,A,11.3,A,
USGS,9147500,9/29/15,17.9,A,11.5,A,
USGS,9147500,9/30/15,17.3,A,11.8,A,
USGS,9147500,10/1/15,17.6,A,12,A,
USGS,9147500,10/2/15,16.9,A,11.6,A,
USGS,9147500,10/3/15,16.8,A,11.1,A,
USGS,9147500,10/4/15,16,A,10.7,A,
USGS,9147500,10/5/15,16.3,A,12,A,
USGS,9147500,10/6/15,18.5,A,11.6,A,
USGS,9147500,10/7/15,16.9,A,10.2,A,
USGS,9147500,10/8/15,17.6,A,10.5,A,
USGS,9147500,10/9/15,17.9,A,10.5,A,
USGS,9147500,10/10/15,18.1,A,11.1,A,
USGS,9147500,10/11/15,18.1,A,11.1,A,
USGS,9147500,10/12/15,17.7,A,10.7,A,
USGS,9147500,10/13/15,17.3,A,10,A,
USGS,9147500,10/14/15,17.3,A,9.9,A,
USGS,9147500,10/15/15,17.2,A,9.9,A,
USGS,9147500,10/16/15,15.9,A,10.1,A,
USGS,9147500,10/17/15,15.1,A,10.8,A,
USGS,9147500,10/18/15,16.1,A,12.1,A,
USGS,9147500,10/19/15,16.1,A,12,A,
USGS,9147500,10/20/15,15.4,A,11.5,A,
USGS,9147500,10/21/15,14.7,A,11.7,A,
USGS,9147500,10/22/15,12.1,A,10.9,A,
USGS,9147500,10/23/15,14.3,A,10.9,A,
USGS,9147500,10/24/15,15.3,A,9.4,A,
USGS,9147500,10/25/15,15,A,9.7,A,
USGS,9147500,10/26/15,13,A,10.1,A,
USGS,9147500,10/27/15,14.5,A,9.3,A,
USGS,9147500,10/28/15,13,A,8.5,A,
USGS,9147500,10/29/15,12.5,A,9.5,A,
USGS,9147500,10/30/15,11.6,A,8.6,A,
USGS,9147500,10/31/15,13.4,A,6.9,A,
USGS,9147500,11/1/15,13.6,A,6.7,A,
USGS,9147500,11/2/15,13.5,A,6.8,A,
USGS,9147500,11/3/15,12.3,A,6.5,A,
USGS,9147500,11/4/15,10.5,A,7.8,A,
USGS,9147500,11/5/15,9.1,A,6.6,A,
USGS,9147500,11/6/15,8.9,A,5.9,A,
USGS,9147500,11/7/15,10.1,A,4,A,
USGS,9147500,11/8/15,10.7,A,4.3,A,
USGS,9147500,11/9/15,10.7,A,4.4,A,
USGS,9147500,11/10/15,10.2,A,5,A,
USGS,9147500,11/11/15,8.8,A,5,A,
USGS,9147500,11/12/15,9.4,A,2.8,A,
USGS,9147500,11/13/15,9.5,A,3,A,
USGS,9147500,11/14/15,9.6,A,3,A,
USGS,9147500,11/15/15,8.9,A,3.1,A,
USGS,9147500,11/16/15,6.6,A,3.5,A,
USGS,9147500,11/17/15,7.8,A,3.7,A,
USGS,9147500,11/18/15,7.5,A,3.9,A,
USGS,9147500,11/19/15,9,A,2.4,A,
USGS,9147500,11/20/15,8.2,A,4.3,A,
USGS,9147500,11/21/15,7.4,A,1.5,A,
USGS,9147500,11/22/15,7.8,A,1,A,
USGS,9147500,11/23/15,8.3,A,1.8,A,
USGS,9147500,11/24/15,8.1,A,2.4,A,
USGS,9147500,11/25/15,7.6,A,3.3,A,
USGS,9147500,11/26/15,6.8,A,3.8,A,
USGS,9147500,11/27/15,6.8,A,2.2,A,
USGS,9147500,11/28/15,6.8,A,2.8,A,
USGS,9147500,11/29/15,5.1,A,3,A,
USGS,9147500,11/30/15,5.8,A,1.2,A,
USGS,9147500,12/1/15,5.5,A,0,A,
USGS,9147500,12/2/15,6,A,0,A,
USGS,9147500,12/3/15,6.5,A,1.1,A,
USGS,9147500,12/4/15,6.4,A,2,A,
USGS,9147500,12/5/15,5.9,A,2,A,
USGS,9147500,12/6/15,6.2,A,0.4,A,
USGS,9147500,12/7/15,6,A,0.9,A,
USGS,9147500,12/8/15,6.5,A,2.6,A,
USGS,9147500,12/9/15,6.5,A,2.2,A,
USGS,9147500,12/10/15,6.2,A,2.5,A,
USGS,9147500,12/11/15,5.9,A,3.6,A,
USGS,9147500,12/12/15,4.1,A,2.5,A,
USGS,9147500,12/13/15,5.5,A,1.6,A,
USGS,9147500,12/14/15,4.9,A,1.7,A,
USGS,9147500,12/15/15,3,A,1.7,A,
USGS,9147500,12/16/15,4.1,A,0,A,
USGS,9147500,12/17/15,4.3,A,0.6,A,
USGS,9147500,12/18/15,5,A,0,A,
USGS,9147500,12/19/15,5.1,A,0.4,A,
USGS,9147500,12/20/15,5.1,A,2.4,A,
USGS,9147500,12/21/15,5.1,A,2.3,A,
USGS,9147500,12/22/15,5.4,A,2.4,A,
USGS,9147500,12/23/15,5.1,A,0.8,A,
USGS,9147500,12/24/15,2.9,A,0,A,
USGS,9147500,12/25/15,2.7,A,0.3,A,
USGS,9147500,12/26/15,2.6,A,0,A,
USGS,9147500,12/27/15,2.6,A,0,A,
USGS,9147500,12/28/15,1.9,A,0,A,
USGS,9147500,12/29/15,2.9,A,0,A,
USGS,9147500,12/30/15,3.1,A,0,A,
USGS,9147500,12/31/15,3.1,A,0.4,A,
USGS,9147500,1/1/16,2.7,A,0,A,
USGS,9147500,1/2/16,2,A,0,A,
USGS,9147500,1/3/16,3.4,A,0,A,
USGS,9147500,1/4/16,2.6,A,0,A,
USGS,9147500,1/5/16,4.8,A,1,A,
USGS,9147500,1/6/16,5,A,0.8,A,
USGS,9147500,1/7/16,4.6,A,1.3,A,
USGS,9147500,1/8/16,4.1,A,1,A,
USGS,9147500,1/9/16,4.1,A,1,A,
USGS,9147500,1/10/16,4.1,A,0,A,
USGS,9147500,1/11/16,1.1,A,0,A,
USGS,9147500,1/12/16,0.9,A,0,A,
USGS,9147500,1/13/16,2.5,A,0,A,
USGS,9147500,1/14/16,2.5,A,0,A,
USGS,9147500,1/15/16,2.6,A,0,A,
USGS,9147500,1/16/16,4.7,A,0.7,A,
USGS,9147500,1/17/16,5.4,A,0.3,A,
USGS,9147500,1/18/16,5,A,0,A,
USGS,9147500,1/19/16,5.5,A,1.8,A,
USGS,9147500,1/20/16,4.5,A,0.6,A,
USGS,9147500,1/21/16,3.8,A,0,A,
USGS,9147500,1/22/16,4.4,A,0,A,
USGS,9147500,1/23/16,5.4,A,0,A,
USGS,9147500,1/24/16,3.2,A,0.5,A,
USGS,9147500,1/25/16,4.3,A,0.7,A,
USGS,9147500,1/26/16,3.5,A,0,A,
USGS,9147500,1/27/16,3.7,A,0,A,
USGS,9147500,1/28/16,5.3,A,0,A,
USGS,9147500,1/29/16,6.3,A,0.5,A,
USGS,9147500,1/30/16,7.1,A,1.9,A,
USGS,9147500,1/31/16,2.6,A,0,A,
USGS,9147500,2/1/16,5.2,A,0.5,A,
USGS,9147500,2/2/16,3.2,A,0,A,
USGS,9147500,2/3/16,4.2,A,0,A,
USGS,9147500,2/4/16,0,A,0,A,
USGS,9147500,2/5/16,3.1,A,0,A,
USGS,9147500,2/6/16,2.7,A,0,A,
USGS,9147500,2/7/16,5.5,A,0,A,
USGS,9147500,2/8/16,5.9,A,0,A,
USGS,9147500,2/9/16,6.3,A,0,A,
USGS,9147500,2/10/16,6.5,A,0,A,
USGS,9147500,2/11/16,6.6,A,0,A,
USGS,9147500,2/12/16,7.2,A,0,A,
USGS,9147500,2/13/16,6.7,A,0,A,
USGS,9147500,2/14/16,4.3,A,0,A,
USGS,9147500,2/15/16,7.6,A,0.3,A,
USGS,9147500,2/16/16,8,A,0.6,A,
USGS,9147500,2/17/16,7.6,A,0,A,
USGS,9147500,2/18/16,6.8,A,2.2,A,
USGS,9147500,2/19/16,8,A,0.6,A,
USGS,9147500,2/20/16,7.8,A,0.9,A,
USGS,9147500,2/21/16,8.2,A,0.2,A,
USGS,9147500,2/22/16,6.1,A,0.4,A,
USGS,9147500,2/23/16,5.9,A,0.3,A,
USGS,9147500,2/24/16,7.7,A,0,A,
USGS,9147500,2/25/16,8.6,A,0,A,
USGS,9147500,2/26/16,9.1,A,0.1,A,
USGS,9147500,2/27/16,7,A,0.4,A,
USGS,9147500,2/28/16,9.4,A,1.3,A,
USGS,9147500,2/29/16,8.1,A,1.3,A,
USGS,9147500,3/1/16,9.1,A,1.9,A,
USGS,9147500,3/2/16,9.2,A,2.3,A,
USGS,9147500,3/3/16,9,A,0.7,A,
USGS,9147500,3/4/16,9.6,A,2.2,A,
USGS,9147500,3/5/16,9.7,A,1.9,A,
USGS,9147500,3/6/16,8,A,3.8,A,
USGS,9147500,3/7/16,7.2,A,2.3,A,
USGS,9147500,3/8/16,9.5,A,0.4,A,
USGS,9147500,3/9/16,6.2,A,0.4,A,
USGS,9147500,3/10/16,10.6,A,0.4,A,
USGS,9147500,3/11/16,11.3,A,1.4,A,
USGS,9147500,3/12/16,6.6,A,2.9,A,
USGS,9147500,3/13/16,8.6,A,1.4,A,
USGS,9147500,3/14/16,10.1,A,3.2,A,
USGS,9147500,3/15/16,9.4,A,2.1,A,
USGS,9147500,3/16/16,10.2,A,2.4,A,
USGS,9147500,3/17/16,11,A,0.8,A,
USGS,9147500,3/18/16,10.7,A,1,A,
USGS,9147500,3/19/16,10.4,A,0.5,A,
USGS,9147500,3/20/16,11.3,A,0.1,A,
USGS,9147500,3/21/16,8,A,1.9,A,
USGS,9147500,3/22/16,7.7,A,3.6,A,
USGS,9147500,3/23/16,5.1,A,2.3,A,
USGS,9147500,3/24/16,8.8,A,2,A,
USGS,9147500,3/25/16,6.6,A,3,A,
USGS,9147500,3/26/16,6.9,A,2.6,A,
USGS,9147500,3/27/16,7.9,A,1.6,A,
USGS,9147500,3/28/16,8.4,A,3.3,A,
USGS,9147500,3/29/16,6.9,A,2.9,A,
USGS,9147500,3/30/16,5.4,A,2.2,A,
USGS,9147500,3/31/16,7,A,2.5,A,
USGS,9147500,4/1/16,9.4,A,2.7,A,
USGS,9147500,4/2/16,10.2,A,2.2,A,
USGS,9147500,4/3/16,10.5,A,2.7,A,
USGS,9147500,4/4/16,9.8,A,3.2,A,
USGS,9147500,4/5/16,10.1,A,3.8,A,
USGS,9147500,4/6/16,12.7,A,1.2,A,
USGS,9147500,4/7/16,13.1,A,2.5,A,
USGS,9147500,4/8/16,10.8,A,3.4,A,
USGS,9147500,4/9/16,9.6,A,5.2,A,
USGS,9147500,4/10/16,11.5,A,3.8,A,
USGS,9147500,4/11/16,13.5,A,4.7,A,
USGS,9147500,4/12/16,9.9,A,4.7,A,
USGS,9147500,4/13/16,13.3,A,3.9,A,
USGS,9147500,4/14/16,11.6,A,4.9,A,
USGS,9147500,4/15/16,7.9,A,3.5,A,
USGS,9147500,4/16/16,4.8,A,2.4,A,
USGS,9147500,4/17/16,9.6,A,2.2,A,
USGS,9147500,4/18/16,7.9,A,3.2,A,
USGS,9147500,4/19/16,10,A,2.3,A,
USGS,9147500,4/20/16,12.8,A,4.9,A,
USGS,9147500,4/21/16,15.1,A,3.7,A,
USGS,9147500,4/22/16,15.3,A,4.2,A,
USGS,9147500,4/23/16,11,A,4.9,A,
USGS,9147500,4/24/16,13.9,A,3.8,A,
USGS,9147500,4/25/16,10.5,A,4.2,A,
USGS,9147500,4/26/16,9.8,A,3.5,A,
USGS,9147500,4/27/16,9.6,A,4.2,A,
USGS,9147500,4/28/16,10.1,A,5,A,
USGS,9147500,4/29/16,7.9,A,4.9,A,
USGS,9147500,4/30/16,8.9,A,4.7,A,
USGS,9147500,5/1/16,8,A,4.2,A,
USGS,9147500,5/2/16,10.5,A,4.9,A,
USGS,9147500,5/3/16,11.3,A,4.5,A,
USGS,9147500,5/4/16,11.9,A,4.8,A,
USGS,9147500,5/5/16,10.7,A,5,A,
USGS,9147500,5/6/16,10.9,A,5.9,A,
USGS,9147500,5/7/16,8.1,A,5.4,A,
USGS,9147500,5/8/16,8.6,A,4.5,A,
USGS,9147500,5/9/16,8.4,A,5.6,A,
USGS,9147500,5/10/16,9.6,A,5.8,A,
USGS,9147500,5/11/16,8.4,A,4.8,A,
USGS,9147500,5/12/16,10.8,A,4.4,A,
USGS,9147500,5/13/16,11.5,A,4.8,A,
USGS,9147500,5/14/16,10.9,A,5.4,A,
USGS,9147500,5/15/16,9.3,A,6.2,A,
USGS,9147500,5/16/16,8.3,A,6,A,
USGS,9147500,5/17/16,9.1,A,5.2,A,
USGS,9147500,5/18/16,10.6,A,5.7,A,
USGS,9147500,5/19/16,10.9,A,5.8,A,
USGS,9147500,5/20/16,11,A,6,A,
USGS,9147500,5/21/16,11.9,A,5.9,A,
USGS,9147500,5/22/16,11.6,A,5.5,A,
USGS,9147500,5/23/16,11,A,5.1,A,
USGS,9147500,5/24/16,10.9,A,5,A,
USGS,9147500,5/25/16,11.1,A,5.4,A,
USGS,9147500,5/26/16,8.8,A,5.5,A,
USGS,9147500,5/27/16,10.2,A,6.1,A,
USGS,9147500,5/28/16,11.3,A,5.8,A,
USGS,9147500,5/29/16,8.8,A,6.1,A,
USGS,9147500,5/30/16,9.9,A,5.8,A,
USGS,9147500,5/31/16,12.1,A,5.7,A,
USGS,9147500,6/1/16,11.8,A,6.1,A,
USGS,9147500,6/2/16,12.3,A,6.2,A,
USGS,9147500,6/3/16,12,A,6.2,A,
USGS,9147500,6/4/16,13,A,6.5,A,
USGS,9147500,6/5/16,12.8,A,6.7,A,
USGS,9147500,6/6/16,11.1,A,6.7,A,
USGS,9147500,6/7/16,12.8,A,6.6,A,
USGS,9147500,6/8/16,10.7,A,6.7,A,
USGS,9147500,6/9/16,12.3,A,7.4,A,
USGS,9147500,6/10/16,12.6,A,7.5,A,
USGS,9147500,6/11/16,10.5,A,7.6,A,
USGS,9147500,6/12/16,11.1,A,7.5,A,
USGS,9147500,6/13/16,10.4,A,7.8,A,
USGS,9147500,6/14/16,12.1,A,7.5,A,
USGS,9147500,6/15/16,12.8,A,7.6,A,
USGS,9147500,6/16/16,12.6,A,7.8,A,
USGS,9147500,6/17/16,13,A,7.9,A,
USGS,9147500,6/18/16,13.2,A,8,A,
