USGS,site_no,Date,Temp (max),A,Temp (min),A,pH (min),A,pH (max),A,
USGS,9163500,11/2/89,,,,,,,,,
USGS,9163500,11/3/89,,,,,,,,,
USGS,9163500,11/4/89,,,,,,,,,
USGS,9163500,11/5/89,,,,,,,,,
USGS,9163500,11/6/89,,,,,,,,,
USGS,9163500,11/7/89,,,,,,,,,
USGS,9163500,11/8/89,,,,,,,,,
USGS,9163500,11/9/89,,,,,,,,,
USGS,9163500,11/10/89,,,,,,,,,
USGS,9163500,11/11/89,,,,,,,,,
USGS,9163500,11/12/89,,,,,,,,,
USGS,9163500,11/13/89,,,,,,,,,
USGS,9163500,11/14/89,,,,,,,,,
USGS,9163500,11/15/89,,,,,,,,,
USGS,9163500,11/16/89,,,,,,,,,
USGS,9163500,11/17/89,,,,,,,,,
USGS,9163500,11/18/89,,,,,,,,,
USGS,9163500,11/19/89,,,,,,,,,
USGS,9163500,11/20/89,,,,,,,,,
USGS,9163500,11/21/89,,,,,,,,,
USGS,9163500,11/22/89,,,,,,,,,
USGS,9163500,11/23/89,,,,,,,,,
USGS,9163500,11/24/89,,,,,,,,,
USGS,9163500,11/25/89,,,,,,,,,
USGS,9163500,11/26/89,,,,,,,,,
USGS,9163500,11/27/89,,,,,,,,,
USGS,9163500,11/28/89,,,,,,,,,
USGS,9163500,11/29/89,,,,,,,,,
USGS,9163500,11/30/89,,,,,,,,,
USGS,9163500,12/1/89,,,,,,,,,
USGS,9163500,12/2/89,,,,,,,,,
USGS,9163500,12/3/89,,,,,,,,,
USGS,9163500,12/4/89,,,,,,,,,
USGS,9163500,12/5/89,,,,,,,,,
USGS,9163500,12/6/89,,,,,,,,,
USGS,9163500,12/7/89,,,,,,,,,
USGS,9163500,12/8/89,,,,,,,,,
USGS,9163500,12/9/89,,,,,,,,,
USGS,9163500,12/10/89,,,,,,,,,
USGS,9163500,12/11/89,,,,,,,,,
USGS,9163500,12/12/89,,,,,,,,,
USGS,9163500,12/13/89,,,,,,,,,
USGS,9163500,12/14/89,,,,,,,,,
USGS,9163500,12/15/89,,,,,,,,,
USGS,9163500,12/16/89,,,,,,,,,
USGS,9163500,12/17/89,,,,,,,,,
USGS,9163500,12/18/89,,,,,,,,,
USGS,9163500,12/19/89,,,,,,,,,
USGS,9163500,12/20/89,,,,,,,,,
USGS,9163500,12/21/89,,,,,,,,,
USGS,9163500,12/22/89,,,,,,,,,
USGS,9163500,12/23/89,,,,,,,,,
USGS,9163500,12/24/89,,,,,,,,,
USGS,9163500,12/25/89,,,,,,,,,
USGS,9163500,12/26/89,,,,,,,,,
USGS,9163500,12/27/89,,,,,,,,,
USGS,9163500,12/28/89,,,,,,,,,
USGS,9163500,12/29/89,,,,,,,,,
USGS,9163500,12/30/89,,,,,,,,,
USGS,9163500,12/31/89,,,,,,,,,
USGS,9163500,1/1/90,,,,,,,,,
USGS,9163500,1/2/90,,,,,,,,,
USGS,9163500,1/3/90,,,,,,,,,
USGS,9163500,1/4/90,,,,,,,,,
USGS,9163500,1/5/90,,,,,,,,,
USGS,9163500,1/6/90,,,,,,,,,
USGS,9163500,1/7/90,,,,,,,,,
USGS,9163500,1/8/90,,,,,,,,,
USGS,9163500,1/9/90,,,,,,,,,
USGS,9163500,1/10/90,,,,,,,,,
USGS,9163500,1/11/90,,,,,,,,,
USGS,9163500,1/12/90,,,,,,,,,
USGS,9163500,1/13/90,,,,,,,,,
USGS,9163500,1/14/90,,,,,,,,,
USGS,9163500,1/15/90,,,,,,,,,
USGS,9163500,1/16/90,,,,,,,,,
USGS,9163500,1/17/90,,,,,,,,,
USGS,9163500,1/18/90,,,,,,,,,
USGS,9163500,1/19/90,,,,,,,,,
USGS,9163500,1/20/90,,,,,,,,,
USGS,9163500,1/21/90,,,,,,,,,
USGS,9163500,1/22/90,,,,,,,,,
USGS,9163500,1/23/90,,,,,,,,,
USGS,9163500,1/24/90,,,,,,,,,
USGS,9163500,1/25/90,,,,,,,,,
USGS,9163500,1/26/90,,,,,,,,,
USGS,9163500,1/27/90,,,,,,,,,
USGS,9163500,1/28/90,,,,,,,,,
USGS,9163500,1/29/90,,,,,,,,,
USGS,9163500,1/30/90,,,,,,,,,
USGS,9163500,1/31/90,,,,,,,,,
USGS,9163500,2/1/90,,,,,,,,,
USGS,9163500,2/2/90,,,,,,,,,
USGS,9163500,2/3/90,,,,,,,,,
USGS,9163500,2/4/90,,,,,,,,,
USGS,9163500,2/5/90,,,,,,,,,
USGS,9163500,2/6/90,,,,,,,,,
USGS,9163500,2/7/90,,,,,,,,,
USGS,9163500,2/8/90,,,,,,,,,
USGS,9163500,2/9/90,,,,,,,,,
USGS,9163500,2/10/90,,,,,,,,,
USGS,9163500,2/11/90,,,,,,,,,
USGS,9163500,2/12/90,,,,,,,,,
USGS,9163500,2/13/90,,,,,,,,,
USGS,9163500,2/14/90,,,,,,,,,
USGS,9163500,2/15/90,,,,,,,,,
USGS,9163500,2/16/90,,,,,,,,,
USGS,9163500,2/17/90,,,,,,,,,
USGS,9163500,2/18/90,,,,,,,,,
USGS,9163500,2/19/90,,,,,,,,,
USGS,9163500,2/20/90,,,,,,,,,
USGS,9163500,2/21/90,,,,,,,,,
USGS,9163500,2/22/90,,,,,,,,,
USGS,9163500,2/23/90,,,,,,,,,
USGS,9163500,2/24/90,,,,,,,,,
USGS,9163500,2/25/90,,,,,,,,,
USGS,9163500,2/26/90,,,,,,,,,
USGS,9163500,2/27/90,,,,,,,,,
USGS,9163500,2/28/90,,,,,,,,,
USGS,9163500,3/1/90,,,,,,,,,
USGS,9163500,3/2/90,,,,,,,,,
USGS,9163500,3/3/90,,,,,,,,,
USGS,9163500,3/4/90,,,,,,,,,
USGS,9163500,3/5/90,,,,,,,,,
USGS,9163500,3/6/90,,,,,,,,,
USGS,9163500,3/7/90,,,,,,,,,
USGS,9163500,3/8/90,,,,,,,,,
USGS,9163500,3/9/90,,,,,,,,,
USGS,9163500,3/10/90,,,,,,,,,
USGS,9163500,3/11/90,,,,,,,,,
USGS,9163500,3/12/90,,,,,,,,,
USGS,9163500,3/13/90,,,,,,,,,
USGS,9163500,3/14/90,,,,,,,,,
USGS,9163500,3/15/90,,,,,,,,,
USGS,9163500,3/16/90,,,,,,,,,
USGS,9163500,3/17/90,,,,,,,,,
USGS,9163500,3/18/90,,,,,,,,,
USGS,9163500,3/19/90,,,,,,,,,
USGS,9163500,3/20/90,,,,,,,,,
USGS,9163500,3/21/90,,,,,,,,,
USGS,9163500,3/22/90,,,,,,,,,
USGS,9163500,3/23/90,,,,,,,,,
USGS,9163500,3/24/90,,,,,,,,,
USGS,9163500,3/25/90,,,,,,,,,
USGS,9163500,3/26/90,,,,,,,,,
USGS,9163500,3/27/90,,,,,,,,,
USGS,9163500,3/28/90,,,,,,,,,
USGS,9163500,3/29/90,,,,,,,,,
USGS,9163500,3/30/90,,,,,,,,,
USGS,9163500,3/31/90,,,,,,,,,
USGS,9163500,4/1/90,,,,,,,,,
USGS,9163500,4/2/90,,,,,,,,,
USGS,9163500,4/3/90,,,,,,,,,
USGS,9163500,4/4/90,,,,,,,,,
USGS,9163500,4/5/90,,,,,,,,,
USGS,9163500,4/6/90,,,,,,,,,
USGS,9163500,4/7/90,,,,,,,,,
USGS,9163500,4/8/90,,,,,,,,,
USGS,9163500,4/9/90,,,,,,,,,
USGS,9163500,4/10/90,,,,,,,,,
USGS,9163500,4/11/90,,,,,,,,,
USGS,9163500,4/12/90,,,,,,,,,
USGS,9163500,4/13/90,,,,,,,,,
USGS,9163500,4/14/90,,,,,,,,,
USGS,9163500,4/15/90,,,,,,,,,
USGS,9163500,4/16/90,,,,,,,,,
USGS,9163500,4/17/90,,,,,,,,,
USGS,9163500,4/18/90,,,,,,,,,
USGS,9163500,4/19/90,,,,,,,,,
USGS,9163500,4/20/90,,,,,,,,,
USGS,9163500,4/21/90,,,,,,,,,
USGS,9163500,4/22/90,,,,,,,,,
USGS,9163500,4/23/90,,,,,,,,,
USGS,9163500,4/24/90,,,,,,,,,
USGS,9163500,4/25/90,,,,,,,,,
USGS,9163500,4/26/90,,,,,,,,,
USGS,9163500,4/27/90,,,,,,,,,
USGS,9163500,4/28/90,,,,,,,,,
USGS,9163500,4/29/90,,,,,,,,,
USGS,9163500,4/30/90,,,,,,,,,
USGS,9163500,5/1/90,,,,,,,,,
USGS,9163500,5/2/90,,,,,,,,,
USGS,9163500,5/3/90,,,,,,,,,
USGS,9163500,5/4/90,,,,,,,,,
USGS,9163500,5/5/90,,,,,,,,,
USGS,9163500,5/6/90,,,,,,,,,
USGS,9163500,5/7/90,,,,,,,,,
USGS,9163500,5/8/90,,,,,,,,,
USGS,9163500,5/9/90,,,,,,,,,
USGS,9163500,5/10/90,,,,,,,,,
USGS,9163500,5/11/90,,,,,,,,,
USGS,9163500,5/12/90,,,,,,,,,
USGS,9163500,5/13/90,,,,,,,,,
USGS,9163500,5/14/90,,,,,,,,,
USGS,9163500,5/15/90,,,,,,,,,
USGS,9163500,5/16/90,,,,,,,,,
USGS,9163500,5/17/90,,,,,,,,,
USGS,9163500,5/18/90,,,,,,,,,
USGS,9163500,5/19/90,,,,,,,,,
USGS,9163500,5/20/90,,,,,,,,,
USGS,9163500,5/21/90,,,,,,,,,
USGS,9163500,5/22/90,,,,,,,,,
USGS,9163500,5/23/90,,,,,,,,,
USGS,9163500,5/24/90,,,,,,,,,
USGS,9163500,5/25/90,,,,,,,,,
USGS,9163500,5/26/90,,,,,,,,,
USGS,9163500,5/27/90,,,,,,,,,
USGS,9163500,5/28/90,,,,,,,,,
USGS,9163500,5/29/90,,,,,,,,,
USGS,9163500,5/30/90,,,,,,,,,
USGS,9163500,5/31/90,,,,,,,,,
USGS,9163500,6/1/90,,,,,,,,,
USGS,9163500,6/2/90,,,,,,,,,
USGS,9163500,6/3/90,,,,,,,,,
USGS,9163500,6/4/90,,,,,,,,,
USGS,9163500,6/5/90,,,,,,,,,
USGS,9163500,6/6/90,,,,,,,,,
USGS,9163500,6/7/90,,,,,,,,,
USGS,9163500,6/8/90,,,,,,,,,
USGS,9163500,6/9/90,,,,,,,,,
USGS,9163500,6/10/90,,,,,,,,,
USGS,9163500,6/11/90,,,,,,,,,
USGS,9163500,6/12/90,,,,,,,,,
USGS,9163500,6/13/90,,,,,,,,,
USGS,9163500,6/14/90,,,,,,,,,
USGS,9163500,6/15/90,,,,,,,,,
USGS,9163500,6/16/90,,,,,,,,,
USGS,9163500,6/17/90,,,,,,,,,
USGS,9163500,6/18/90,,,,,,,,,
USGS,9163500,6/19/90,,,,,,,,,
USGS,9163500,6/20/90,,,,,,,,,
USGS,9163500,6/21/90,,,,,,,,,
USGS,9163500,6/22/90,,,,,,,,,
USGS,9163500,6/23/90,,,,,,,,,
USGS,9163500,6/24/90,,,,,,,,,
USGS,9163500,6/25/90,,,,,,,,,
USGS,9163500,6/26/90,,,,,,,,,
USGS,9163500,6/27/90,,,,,,,,,
USGS,9163500,6/28/90,,,,,,,,,
USGS,9163500,6/29/90,,,,,,,,,
USGS,9163500,6/30/90,,,,,,,,,
USGS,9163500,7/1/90,,,,,,,,,
USGS,9163500,7/2/90,,,,,,,,,
USGS,9163500,7/3/90,,,,,,,,,
USGS,9163500,7/4/90,,,,,,,,,
USGS,9163500,7/5/90,,,,,,,,,
USGS,9163500,7/6/90,,,,,,,,,
USGS,9163500,7/7/90,,,,,,,,,
USGS,9163500,7/8/90,,,,,,,,,
USGS,9163500,7/9/90,,,,,,,,,
USGS,9163500,7/10/90,,,,,,,,,
USGS,9163500,7/11/90,,,,,,,,,
USGS,9163500,7/12/90,,,,,,,,,
USGS,9163500,7/13/90,,,,,,,,,
USGS,9163500,7/14/90,,,,,,,,,
USGS,9163500,7/15/90,,,,,,,,,
USGS,9163500,7/16/90,,,,,,,,,
USGS,9163500,7/17/90,,,,,,,,,
USGS,9163500,7/18/90,,,,,,,,,
USGS,9163500,7/19/90,,,,,,,,,
USGS,9163500,7/20/90,,,,,,,,,
USGS,9163500,7/21/90,,,,,,,,,
USGS,9163500,7/22/90,,,,,,,,,
USGS,9163500,7/23/90,,,,,,,,,
USGS,9163500,7/24/90,,,,,,,,,
USGS,9163500,7/25/90,,,,,,,,,
USGS,9163500,7/26/90,,,,,,,,,
USGS,9163500,7/27/90,,,,,,,,,
USGS,9163500,7/28/90,,,,,,,,,
USGS,9163500,7/29/90,,,,,,,,,
USGS,9163500,7/30/90,,,,,,,,,
USGS,9163500,7/31/90,,,,,,,,,
USGS,9163500,8/1/90,,,,,,,,,
USGS,9163500,8/2/90,,,,,,,,,
USGS,9163500,8/3/90,,,,,,,,,
USGS,9163500,8/4/90,,,,,,,,,
USGS,9163500,8/5/90,,,,,,,,,
USGS,9163500,8/6/90,,,,,,,,,
USGS,9163500,8/7/90,,,,,,,,,
USGS,9163500,8/8/90,,,,,,,,,
USGS,9163500,8/9/90,,,,,,,,,
USGS,9163500,8/10/90,,,,,,,,,
USGS,9163500,8/11/90,,,,,,,,,
USGS,9163500,8/12/90,,,,,,,,,
USGS,9163500,8/13/90,,,,,,,,,
USGS,9163500,8/14/90,,,,,,,,,
USGS,9163500,8/15/90,,,,,,,,,
USGS,9163500,8/16/90,,,,,,,,,
USGS,9163500,8/17/90,,,,,,,,,
USGS,9163500,8/18/90,,,,,,,,,
USGS,9163500,8/19/90,,,,,,,,,
USGS,9163500,8/20/90,,,,,,,,,
USGS,9163500,8/21/90,,,,,,,,,
USGS,9163500,8/22/90,,,,,,,,,
USGS,9163500,8/23/90,,,,,,,,,
USGS,9163500,8/24/90,,,,,,,,,
USGS,9163500,8/25/90,,,,,,,,,
USGS,9163500,8/26/90,,,,,,,,,
USGS,9163500,8/27/90,,,,,,,,,
USGS,9163500,8/28/90,,,,,,,,,
USGS,9163500,8/29/90,,,,,,,,,
USGS,9163500,8/30/90,,,,,,,,,
USGS,9163500,8/31/90,,,,,,,,,
USGS,9163500,9/1/90,,,,,,,,,
USGS,9163500,9/2/90,,,,,,,,,
USGS,9163500,9/3/90,,,,,,,,,
USGS,9163500,9/4/90,,,,,,,,,
USGS,9163500,9/5/90,,,,,,,,,
USGS,9163500,9/6/90,,,,,,,,,
USGS,9163500,9/7/90,,,,,,,,,
USGS,9163500,9/8/90,,,,,,,,,
USGS,9163500,9/9/90,,,,,,,,,
USGS,9163500,9/10/90,,,,,,,,,
USGS,9163500,9/11/90,,,,,,,,,
USGS,9163500,9/12/90,,,,,,,,,
USGS,9163500,9/13/90,,,,,,,,,
USGS,9163500,9/14/90,,,,,,,,,
USGS,9163500,9/15/90,,,,,,,,,
USGS,9163500,9/16/90,,,,,,,,,
USGS,9163500,9/17/90,,,,,,,,,
USGS,9163500,9/18/90,,,,,,,,,
USGS,9163500,9/19/90,,,,,,,,,
USGS,9163500,9/20/90,,,,,,,,,
USGS,9163500,9/21/90,,,,,,,,,
USGS,9163500,9/22/90,,,,,,,,,
USGS,9163500,9/23/90,,,,,,,,,
USGS,9163500,9/24/90,,,,,,,,,
USGS,9163500,9/25/90,,,,,,,,,
USGS,9163500,9/26/90,,,,,,,,,
USGS,9163500,9/27/90,,,,,,,,,
USGS,9163500,9/28/90,,,,,,,,,
USGS,9163500,9/29/90,,,,,,,,,
USGS,9163500,9/30/90,,,,,,,,,
USGS,9163500,10/1/90,,,,,,,,,
USGS,9163500,10/2/90,,,,,,,,,
USGS,9163500,10/3/90,,,,,,,,,
USGS,9163500,10/4/90,,,,,,,,,
USGS,9163500,10/5/90,,,,,,,,,
USGS,9163500,10/6/90,,,,,,,,,
USGS,9163500,10/7/90,,,,,,,,,
USGS,9163500,10/8/90,,,,,,,,,
USGS,9163500,10/9/90,,,,,,,,,
USGS,9163500,10/10/90,,,,,,,,,
USGS,9163500,10/11/90,,,,,,,,,
USGS,9163500,10/12/90,,,,,,,,,
USGS,9163500,10/13/90,,,,,,,,,
USGS,9163500,10/14/90,,,,,,,,,
USGS,9163500,10/15/90,,,,,,,,,
USGS,9163500,10/16/90,,,,,,,,,
USGS,9163500,10/17/90,,,,,,,,,
USGS,9163500,10/18/90,,,,,,,,,
USGS,9163500,10/19/90,,,,,,,,,
USGS,9163500,10/20/90,,,,,,,,,
USGS,9163500,10/21/90,,,,,,,,,
USGS,9163500,10/22/90,,,,,,,,,
USGS,9163500,10/23/90,,,,,,,,,
USGS,9163500,10/24/90,,,,,,,,,
USGS,9163500,10/25/90,,,,,,,,,
USGS,9163500,10/26/90,,,,,,,,,
USGS,9163500,10/27/90,,,,,,,,,
USGS,9163500,10/28/90,,,,,,,,,
USGS,9163500,10/29/90,,,,,,,,,
USGS,9163500,10/30/90,,,,,,,,,
USGS,9163500,10/31/90,,,,,,,,,
USGS,9163500,11/1/90,,,,,,,,,
USGS,9163500,11/2/90,,,,,,,,,
USGS,9163500,11/3/90,,,,,,,,,
USGS,9163500,11/4/90,,,,,,,,,
USGS,9163500,11/5/90,,,,,,,,,
USGS,9163500,11/6/90,,,,,,,,,
USGS,9163500,11/7/90,,,,,,,,,
USGS,9163500,11/8/90,,,,,,,,,
USGS,9163500,11/9/90,,,,,,,,,
USGS,9163500,11/10/90,,,,,,,,,
USGS,9163500,11/11/90,,,,,,,,,
USGS,9163500,11/12/90,,,,,,,,,
USGS,9163500,11/13/90,,,,,,,,,
USGS,9163500,11/14/90,,,,,,,,,
USGS,9163500,11/15/90,,,,,,,,,
USGS,9163500,11/16/90,,,,,,,,,
USGS,9163500,11/17/90,,,,,,,,,
USGS,9163500,11/18/90,,,,,,,,,
USGS,9163500,11/19/90,,,,,,,,,
USGS,9163500,11/20/90,,,,,,,,,
USGS,9163500,11/21/90,,,,,,,,,
USGS,9163500,11/22/90,,,,,,,,,
USGS,9163500,11/23/90,,,,,,,,,
USGS,9163500,11/24/90,,,,,,,,,
USGS,9163500,11/25/90,,,,,,,,,
USGS,9163500,11/26/90,,,,,,,,,
USGS,9163500,11/27/90,,,,,,,,,
USGS,9163500,11/28/90,,,,,,,,,
USGS,9163500,11/29/90,,,,,,,,,
USGS,9163500,11/30/90,,,,,,,,,
USGS,9163500,12/1/90,,,,,,,,,
USGS,9163500,12/2/90,,,,,,,,,
USGS,9163500,12/3/90,,,,,,,,,
USGS,9163500,12/4/90,,,,,,,,,
USGS,9163500,12/5/90,,,,,,,,,
USGS,9163500,12/6/90,,,,,,,,,
USGS,9163500,12/7/90,,,,,,,,,
USGS,9163500,12/8/90,,,,,,,,,
USGS,9163500,12/9/90,,,,,,,,,
USGS,9163500,12/10/90,,,,,,,,,
USGS,9163500,12/11/90,,,,,,,,,
USGS,9163500,12/12/90,,,,,,,,,
USGS,9163500,12/13/90,,,,,,,,,
USGS,9163500,12/14/90,,,,,,,,,
USGS,9163500,12/15/90,,,,,,,,,
USGS,9163500,12/16/90,,,,,,,,,
USGS,9163500,12/17/90,,,,,,,,,
USGS,9163500,12/18/90,,,,,,,,,
USGS,9163500,12/19/90,,,,,,,,,
USGS,9163500,12/20/90,,,,,,,,,
USGS,9163500,12/21/90,,,,,,,,,
USGS,9163500,12/22/90,,,,,,,,,
USGS,9163500,12/23/90,,,,,,,,,
USGS,9163500,12/24/90,,,,,,,,,
USGS,9163500,12/25/90,,,,,,,,,
USGS,9163500,12/26/90,,,,,,,,,
USGS,9163500,12/27/90,,,,,,,,,
USGS,9163500,12/28/90,,,,,,,,,
USGS,9163500,12/29/90,,,,,,,,,
USGS,9163500,12/30/90,,,,,,,,,
USGS,9163500,12/31/90,,,,,,,,,
USGS,9163500,1/1/91,,,,,,,,,
USGS,9163500,1/2/91,,,,,,,,,
USGS,9163500,1/3/91,,,,,,,,,
USGS,9163500,1/4/91,,,,,,,,,
USGS,9163500,1/5/91,,,,,,,,,
USGS,9163500,1/6/91,,,,,,,,,
USGS,9163500,1/7/91,,,,,,,,,
USGS,9163500,1/8/91,,,,,,,,,
USGS,9163500,1/9/91,,,,,,,,,
USGS,9163500,1/10/91,,,,,,,,,
USGS,9163500,1/11/91,,,,,,,,,
USGS,9163500,1/12/91,,,,,,,,,
USGS,9163500,1/13/91,,,,,,,,,
USGS,9163500,1/14/91,,,,,,,,,
USGS,9163500,1/15/91,,,,,,,,,
USGS,9163500,1/16/91,,,,,,,,,
USGS,9163500,1/17/91,,,,,,,,,
USGS,9163500,1/18/91,,,,,,,,,
USGS,9163500,1/19/91,,,,,,,,,
USGS,9163500,1/20/91,,,,,,,,,
USGS,9163500,1/21/91,,,,,,,,,
USGS,9163500,1/22/91,,,,,,,,,
USGS,9163500,1/23/91,,,,,,,,,
USGS,9163500,1/24/91,,,,,,,,,
USGS,9163500,1/25/91,,,,,,,,,
USGS,9163500,1/26/91,,,,,,,,,
USGS,9163500,1/27/91,,,,,,,,,
USGS,9163500,1/28/91,,,,,,,,,
USGS,9163500,1/29/91,,,,,,,,,
USGS,9163500,1/30/91,,,,,,,,,
USGS,9163500,1/31/91,,,,,,,,,
USGS,9163500,2/1/91,,,,,,,,,
USGS,9163500,2/2/91,,,,,,,,,
USGS,9163500,2/3/91,,,,,,,,,
USGS,9163500,2/4/91,,,,,,,,,
USGS,9163500,2/5/91,,,,,,,,,
USGS,9163500,2/6/91,,,,,,,,,
USGS,9163500,2/7/91,,,,,,,,,
USGS,9163500,2/8/91,,,,,,,,,
USGS,9163500,2/9/91,,,,,,,,,
USGS,9163500,2/10/91,,,,,,,,,
USGS,9163500,2/11/91,,,,,,,,,
USGS,9163500,2/12/91,,,,,,,,,
USGS,9163500,2/13/91,,,,,,,,,
USGS,9163500,2/14/91,,,,,,,,,
USGS,9163500,2/15/91,,,,,,,,,
USGS,9163500,2/16/91,,,,,,,,,
USGS,9163500,2/17/91,,,,,,,,,
USGS,9163500,2/18/91,,,,,,,,,
USGS,9163500,2/19/91,,,,,,,,,
USGS,9163500,2/20/91,,,,,,,,,
USGS,9163500,2/21/91,,,,,,,,,
USGS,9163500,2/22/91,,,,,,,,,
USGS,9163500,2/23/91,,,,,,,,,
USGS,9163500,2/24/91,,,,,,,,,
USGS,9163500,2/25/91,,,,,,,,,
USGS,9163500,2/26/91,,,,,,,,,
USGS,9163500,2/27/91,,,,,,,,,
USGS,9163500,2/28/91,,,,,,,,,
USGS,9163500,3/1/91,,,,,,,,,
USGS,9163500,3/2/91,,,,,,,,,
USGS,9163500,3/3/91,,,,,,,,,
USGS,9163500,3/4/91,,,,,,,,,
USGS,9163500,3/5/91,,,,,,,,,
USGS,9163500,3/6/91,,,,,,,,,
USGS,9163500,3/7/91,,,,,,,,,
USGS,9163500,3/8/91,,,,,,,,,
USGS,9163500,3/9/91,,,,,,,,,
USGS,9163500,3/10/91,,,,,,,,,
USGS,9163500,3/11/91,,,,,,,,,
USGS,9163500,3/12/91,,,,,,,,,
USGS,9163500,3/13/91,,,,,,,,,
USGS,9163500,3/14/91,,,,,,,,,
USGS,9163500,3/15/91,,,,,,,,,
USGS,9163500,3/16/91,,,,,,,,,
USGS,9163500,3/17/91,,,,,,,,,
USGS,9163500,3/18/91,,,,,,,,,
USGS,9163500,3/19/91,,,,,,,,,
USGS,9163500,3/20/91,,,,,,,,,
USGS,9163500,3/21/91,,,,,,,,,
USGS,9163500,3/22/91,,,,,,,,,
USGS,9163500,3/23/91,,,,,,,,,
USGS,9163500,3/24/91,,,,,,,,,
USGS,9163500,3/25/91,,,,,,,,,
USGS,9163500,3/26/91,,,,,,,,,
USGS,9163500,3/27/91,,,,,,,,,
USGS,9163500,3/28/91,,,,,,,,,
USGS,9163500,3/29/91,,,,,,,,,
USGS,9163500,3/30/91,,,,,,,,,
USGS,9163500,3/31/91,,,,,,,,,
USGS,9163500,4/1/91,,,,,,,,,
USGS,9163500,4/2/91,,,,,,,,,
USGS,9163500,4/3/91,,,,,,,,,
USGS,9163500,4/4/91,,,,,,,,,
USGS,9163500,4/5/91,,,,,,,,,
USGS,9163500,4/6/91,,,,,,,,,
USGS,9163500,4/7/91,,,,,,,,,
USGS,9163500,4/8/91,,,,,,,,,
USGS,9163500,4/9/91,,,,,,,,,
USGS,9163500,4/10/91,,,,,,,,,
USGS,9163500,4/11/91,,,,,,,,,
USGS,9163500,4/12/91,,,,,,,,,
USGS,9163500,4/13/91,,,,,,,,,
USGS,9163500,4/14/91,,,,,,,,,
USGS,9163500,4/15/91,,,,,,,,,
USGS,9163500,4/16/91,,,,,,,,,
USGS,9163500,4/17/91,,,,,,,,,
USGS,9163500,4/18/91,,,,,,,,,
USGS,9163500,4/19/91,,,,,,,,,
USGS,9163500,4/20/91,,,,,,,,,
USGS,9163500,4/21/91,,,,,,,,,
USGS,9163500,4/22/91,,,,,,,,,
USGS,9163500,4/23/91,,,,,,,,,
USGS,9163500,4/24/91,,,,,,,,,
USGS,9163500,4/25/91,,,,,,,,,
USGS,9163500,4/26/91,,,,,,,,,
USGS,9163500,4/27/91,,,,,,,,,
USGS,9163500,4/28/91,,,,,,,,,
USGS,9163500,4/29/91,,,,,,,,,
USGS,9163500,4/30/91,,,,,,,,,
USGS,9163500,5/1/91,,,,,,,,,
USGS,9163500,5/2/91,,,,,,,,,
USGS,9163500,5/3/91,,,,,,,,,
USGS,9163500,5/4/91,,,,,,,,,
USGS,9163500,5/5/91,,,,,,,,,
USGS,9163500,5/6/91,,,,,,,,,
USGS,9163500,5/7/91,,,,,,,,,
USGS,9163500,5/8/91,,,,,,,,,
USGS,9163500,5/9/91,,,,,,,,,
USGS,9163500,5/10/91,,,,,,,,,
USGS,9163500,5/11/91,,,,,,,,,
USGS,9163500,5/12/91,,,,,,,,,
USGS,9163500,5/13/91,,,,,,,,,
USGS,9163500,5/14/91,,,,,,,,,
USGS,9163500,5/15/91,,,,,,,,,
USGS,9163500,5/16/91,,,,,,,,,
USGS,9163500,5/17/91,,,,,,,,,
USGS,9163500,5/18/91,,,,,,,,,
USGS,9163500,5/19/91,,,,,,,,,
USGS,9163500,5/20/91,,,,,,,,,
USGS,9163500,5/21/91,,,,,,,,,
USGS,9163500,5/22/91,,,,,,,,,
USGS,9163500,5/23/91,,,,,,,,,
USGS,9163500,5/24/91,,,,,,,,,
USGS,9163500,5/25/91,,,,,,,,,
USGS,9163500,5/26/91,,,,,,,,,
USGS,9163500,5/27/91,,,,,,,,,
USGS,9163500,5/28/91,,,,,,,,,
USGS,9163500,5/29/91,,,,,,,,,
USGS,9163500,5/30/91,,,,,,,,,
USGS,9163500,5/31/91,,,,,,,,,
USGS,9163500,6/1/91,,,,,,,,,
USGS,9163500,6/2/91,,,,,,,,,
USGS,9163500,6/3/91,,,,,,,,,
USGS,9163500,6/4/91,,,,,,,,,
USGS,9163500,6/5/91,,,,,,,,,
USGS,9163500,6/6/91,,,,,,,,,
USGS,9163500,6/7/91,,,,,,,,,
USGS,9163500,6/8/91,,,,,,,,,
USGS,9163500,6/9/91,,,,,,,,,
USGS,9163500,6/10/91,,,,,,,,,
USGS,9163500,6/11/91,,,,,,,,,
USGS,9163500,6/12/91,,,,,,,,,
USGS,9163500,6/13/91,,,,,,,,,
USGS,9163500,6/14/91,,,,,,,,,
USGS,9163500,6/15/91,,,,,,,,,
USGS,9163500,6/16/91,,,,,,,,,
USGS,9163500,6/17/91,,,,,,,,,
USGS,9163500,6/18/91,,,,,,,,,
USGS,9163500,6/19/91,,,,,,,,,
USGS,9163500,6/20/91,,,,,,,,,
USGS,9163500,6/21/91,,,,,,,,,
USGS,9163500,6/22/91,,,,,,,,,
USGS,9163500,6/23/91,,,,,,,,,
USGS,9163500,6/24/91,,,,,,,,,
USGS,9163500,6/25/91,,,,,,,,,
USGS,9163500,6/26/91,,,,,,,,,
USGS,9163500,6/27/91,,,,,,,,,
USGS,9163500,6/28/91,,,,,,,,,
USGS,9163500,6/29/91,,,,,,,,,
USGS,9163500,6/30/91,,,,,,,,,
